path,0,1,2,3,4,5,6,7,8,9,10,11,12
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.0104464046325083,5.445722286809549e-05,-0.0124102972749605,0.024485292763243,-0.0392421654276491,-0.0107409957659027,-0.0333297964399538,-0.0996576771867351,0.0853097925102681,-0.1616039624024356,-0.0820867151524498,0.9105689383857332,0.2690563385632256
REACTOME_ABACAVIR_ADME,1.019600158172876,0.6151630717974613,-0.7660295927312908,-1.093157659320503,0.0211216292329394,0.983482126165232,-1.067264437833919,0.6086729523066672,-1.1884807855821995,-1.161129038158999,-0.7883445498712098,-1.1403334897854387,-1.0740125089987629
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.2823659592336281,0.8718970326501938,0.4862774544186781,-2.502439411050578,-0.1945919549860794,2.078799586323968,-2.161800906525695,1.7688473040591857,-2.226352415995492,-0.8141267871536811,-0.7059440747448794,-0.5045276240521499,-1.1890707082225995
REACTOME_ABC_TRANSPORTER_DISORDERS,0.1975798313292583,0.8737020519127069,0.3134051661265571,-2.38340476011926,-0.2229537180336435,2.1176418213672124,-1.955735948123794,1.841214383109801,-2.090907608663625,-0.7334871803379787,-0.7297260448695027,-0.6376819458688319,-1.0991735778333218
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.2005674355938343,0.5122971513179913,-0.2360731080402258,-1.4738539142317018,-0.6952611761571065,2.0630994519459858,-1.016187744627656,1.613252963550949,-1.321950393009187,-0.6215603600872476,-0.6910920181626149,-0.4277492850763399,-0.6059479999856779
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,-0.1492168868916011,-0.3546071332793082,-0.25236076272179,0.8486069081167386,-0.2691085049674949,-0.3510441435854534,1.074324176263454,-0.5292037023256687,1.099822750408225,-0.1551163444234251,-0.0307890529621023,0.6031571679744029,0.3186928056033103
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,-0.3439893309567945,-0.4802534422903569,-0.6111720015440535,1.8039271327442248,-0.4506940816418141,-0.6178494000241702,1.519706940674416,-0.5560628359776543,1.2805617133785725,-0.082551023317644,-0.1652369538653131,-0.1487633439727345,1.1131757510611464
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,-0.0715520037828247,-0.1559434076093169,0.3269160159178655,-0.1237722553533246,-0.1733762652847074,-0.0926567226026668,-0.1052323974945956,-0.2290526167699492,0.0890355237654204,-0.3172077595197374,0.1013437513162517,4.569478752518371,0.2619916195569512
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,-0.1516968096475913,-0.3596918050770436,0.8809874666283879,0.3545499317349598,-0.3669069367521982,-0.4110820415309613,0.0839046736716974,-0.3792216212858973,0.5005362318793616,-0.2594394357736658,-0.2853707135785763,0.5923530285864433,-0.188701423938999
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,-0.2068116974012395,0.3179579170381617,1.8125930290825472,-1.5080742406975312,-0.0105805002910937,0.1042775088629856,-1.266633801756914,0.1170290396459087,-0.8174335797051512,-0.3000590928246379,0.992871695819352,0.3451824557005644,-0.8207162819157129
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK,-0.4340498354867821,-0.2138524532462751,-0.3301802285926646,0.9165741010391532,0.0528444791726955,-0.1276649500167284,0.8545763958747078,-0.6044809407665052,1.0084128732963364,-0.3226326256484492,-0.1282582668395861,-0.2385185478556233,0.2278078191687841
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,0.0839268504681395,-0.6345042909707528,-1.0992332725130043,1.554624575415726,-0.1476131385614444,-0.3959512423573925,1.336979709969977,-0.4580472687538502,1.3146087355788216,0.2649048819995658,-0.4073983068122772,-0.0473943981439483,1.1831053760485708
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,-0.6381873989391146,0.0546819057682293,0.3512070632402496,0.1988058635190639,-0.0821018267470093,-0.158998804976323,0.7391110159193515,-0.3307677838750637,0.5715876026234499,-0.0076220826102735,0.2860999396609761,-0.025535490922141,-0.5702264667854253
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,-0.5241852286168455,-0.5834762875733537,-0.4880045784602771,1.956428318749433,-0.6170783448713493,-0.5379666653813391,2.0394832999877703,-0.6395247819014921,1.1918093515175765,-0.4133485917189233,-0.1038745432590956,-0.3812386259424458,0.8120089703070275
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,-0.0984839078031352,-0.2462784511254306,0.4601466635066695,0.3563708950449087,-0.3638572151502126,-0.3510578041460825,0.3264562458486027,-0.2460989125127702,0.513192383041373,-0.486320701553594,0.3913467177314255,0.3026001631761009,0.0063782099932831
REACTOME_ACTIVATION_OF_C3_AND_C,-0.1886995958369057,0.9667888217970276,-0.3409597518674805,-0.2261126580978111,0.2345801416847492,-0.1578518691972576,-0.329295185536719,0.0168672601639691,-0.3707120601948954,-0.4345097991473369,-0.1872830992056721,-0.4923877344197601,-0.556078770072348
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKBKE,-0.0818977089525884,0.6034142945468004,1.1773810312434625,-1.5208172532706528,0.1217200634518332,0.3322008451691305,-1.1716654190592029,0.2675208662126664,-1.3045501527476742,-0.3338112272571548,0.3712754668971424,0.0541380161324182,-0.8923074707442976
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,-0.1346518586070308,-0.1477034410109411,0.0712248363192478,-0.1139425259942527,-0.1569281400088721,-0.1152586136630236,0.0164783418736194,-0.1172440597432407,-0.1246017913661073,5.823729781456586,0.0019381793648044,-0.2686276130951405,-0.0966195090283534
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK,-0.2762155557864866,-0.286964866754015,-0.2501244590025851,0.8246434891004847,-0.2812767315572013,-0.2548682490209425,1.1726674363456222,-0.3130086277426579,1.1737134873725126,-0.301720643330615,-0.2505883511889865,-0.3004009812324029,-0.1020980022214502
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.0429802754292363,-0.2003441374841472,-0.2166133486230074,0.5328650870030106,-0.1682403430970218,-0.2742557069180053,0.6449285309393131,-0.3495572220273638,0.4828774063843016,0.4960088709643204,-0.2024332087825615,-0.2395488585260451,-0.1164219062993588
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,0.1631749464036206,-0.3696988284992606,1.254623701223322,-0.5047968767495262,-0.4309964877089108,-0.1420985651738444,0.5147676724825756,-1.0447730245240343,0.289798500668217,-0.3141647414692932,0.210260421040544,0.8556515704596191,-0.1373437752143292
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-0.8416995988797883,-3.2326004627940987,-4.839822426078966,7.779455417996267,-0.9697717877855816,-1.510152491898565,8.159620798671954,-2.5580975110901543,6.858231135237816,0.3206867174172476,-0.3335940023125944,0.0232577294737315,4.3541403130251854
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,-0.5462016254032983,-0.6040320594658659,-0.4236001886857681,2.0442424138202613,-0.6524458967124462,-0.5869207063708137,1.948195106253679,-0.6654325887952034,1.182781918564397,-0.2947314073683081,-0.0064022658240623,-0.3924665198808362,0.7914363625873939
REACTOME_ACYL_CHAIN_REMODELING_OF_CL,0.4708810652953688,0.4062200859030738,-0.6549556260163507,-0.3645197496520351,0.201325003870119,0.2835505914255794,-0.2732964509316871,0.0452300608109748,-0.446832870727836,-0.3800130430839697,-0.4114817394722891,-0.5214686713143123,-0.7654743034453529
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,-0.2638788856596745,-0.4055452257923471,1.6110381988362834,-0.2130216857640105,-0.5295616379254097,-0.1591103291700581,-0.1285695064957754,-0.318113026810001,0.1765296680713536,-0.2201035594450623,0.2414119208840403,0.311417646021891,-0.1477018698274897
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,-0.4032828373249245,0.3274129615876645,-0.7200794278310177,0.4414325226193549,0.2384653584771531,-0.3729769286453732,0.0367552161119154,0.0423858503522809,0.0304390646189563,5.250971931074859,-0.6267272977272372,-0.5466314878281445,-0.4115440983997799
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,-0.4324026725907328,0.1970828925736754,-0.7259324891134702,0.6515873921319231,0.1947687789313338,-0.5091850570002474,0.2712229919099806,-0.0861371239123655,0.2791117383802142,5.247628680358832,-0.5322842110789567,-0.3293350299300206,-0.4248467603138809
