,0,1,2,3,4,5,6,7,8,9,10,11,12
BIOCARTA_41BB_PATHWAY20,-0.4608398208771733,1.4109526909266823,-1.007931906061284,-0.4277427822223652,1.0029649540990586,-0.1493108697734076,-0.3756488581671778,0.1682613767860581,-0.7216192477680774,-0.5133147416472518,-0.4353756375349654,-0.7049029900775768,3.1389338536615816
BIOCARTA_ACE2_PATHWAY21,1.0941472468837503,0.6893376941902001,-0.8585243893486749,-0.9724961917546636,0.0423720617134765,0.7243629439604206,-0.9608664452424458,0.3473910429285902,-1.028365189589791,-0.9189208635650028,-0.9536919917968754,-0.8230431415776454,-1.0516358619492865
BIOCARTA_AKAP95_PATHWAY29,-0.2050857856507739,-0.2496303284804453,-0.1499970411925374,0.660309530548852,-0.2492880456887743,-0.2454915855283828,0.8818441689817306,-0.2050752681815461,1.0879363015887984,-0.3261817702156628,-0.1628199859744653,-0.2840247270280517,-0.3472089948086646
BIOCARTA_AKAPCENTROSOME_PATHWAY30,0.0228315427817424,-0.2182145975549476,1.1721992622649162,-0.4555069743254434,-0.1490828639794521,-0.104975084792909,-0.4481387315687318,-0.3094559997630963,-0.1578936400863622,0.0119518995522131,0.1387208482535125,0.066762938825924,0.0135835692337711
BIOCARTA_AKT_PATHWAY31,-0.4466375671453192,1.4015994006869217,-0.7511777214356031,-0.6782687898329807,1.0356235594200731,-0.0843126573751505,-0.4217369157117087,0.1260564674463564,-0.9174741894270044,-0.4203835313262964,-0.3991033153500326,-0.5747702859976733,1.4498839548487283
BIOCARTA_ARENRF2_PATHWAY37,-0.1981739604369085,-0.7256176891261815,1.5430350706909202,-0.0137316883070648,-1.08234457748199,-0.1348646783979437,0.8361643658603733,-0.6929135290031633,0.8157347736329508,0.4741454369767669,0.4400003484674064,1.131073184261124,0.6220303425501839
BIOCARTA_ARF_PATHWAY38,-0.2683572087336937,-0.3535781188497808,-0.3260661030107618,1.2337432270110875,-0.3883579820624225,-0.3736443073803127,1.171284061555185,-0.5261694475464719,0.9817358980287086,0.1452671309940365,-0.3673602209798477,-0.3547671158581684,0.9820543104888226
BIOCARTA_ATM_PATHWAY41,-0.1731806793887161,1.3631535611691326,-0.2728683355013138,-1.11357793040025,0.8922448545363293,0.0941354741175694,-1.0542859947609222,0.0439644617825446,-1.1600471231386729,-0.7256161130772858,-0.3648025965837578,0.0154219986362413,1.049190913896034
BIOCARTA_ATRBRCA_PATHWAY42,-0.2210608274017592,-0.3866620255406197,-0.1970730111451175,0.9772967212649688,-0.3470588561684649,-0.3213671677927842,1.238410403129295,-0.3701043287066272,0.628907659826267,0.0279513490128476,-0.0855740639646271,-0.2986773736506224,-0.0377940882147733
BIOCARTA_BARD1_PATHWAY44,-0.1585137047063096,-0.2133145222246316,-0.0952200256264832,0.6384908691071406,-0.2251576144422741,-0.2173940827345402,0.6772022187778773,-0.2534818759062363,0.4355185335514196,0.103468201658224,-0.0810781248765664,-0.1908428403276025,-0.1198274118671967
BIOCARTA_BARR_MAPK_PATHWAY47,-0.1055207733158299,0.2292813387735311,0.3414157934771712,-0.1622226664938979,0.4225647633700219,-0.2983275796807941,-0.6013163082737223,-0.1514734839312332,0.1016344824158709,-0.7365494908360272,-0.3179639018364659,0.0600271206182622,-0.2596841898262242
BIOCARTA_BCELLSURVIVAL_PATHWAY49,0.2666381756976824,-0.0995376966578679,0.9571031632308096,-0.6810980185400387,-0.1812901595585351,-0.0738636104034135,-0.6006196070344118,-0.1400778108644978,0.1073470896601107,-0.6649948132105493,0.2333459503223166,0.7621546509839582,-0.5720289593531003
BIOCARTA_BCR_PATHWAY50,-0.2733392661067205,-0.574629690750346,1.6996667368620475,-0.2951589605984489,-0.5837148033896943,-0.2252634169710932,0.5214967238975959,-0.8516701832465973,0.4916308446011135,0.3562047737874894,0.4837566664694243,0.9478000582833214,0.240328523055828
BIOCARTA_BIOPEPTIDES_PATHWAY51,0.4895389230617009,0.7065353667304722,-0.6516405692280558,-0.3380538220311856,0.773949867505233,-0.121035724532255,-0.7801553060159144,-0.2683822520081131,-0.6733788904174904,-1.3026806353607618,-0.7110212001498281,-0.451291414950859,-0.3807095127166474
BIOCARTA_BOTULIN_PATHWAY53,-0.031310918864888,-0.0980328869241603,0.1041807231957388,-0.1434529788183685,-0.1236880894850967,-0.0210523728297509,-0.0842711147143042,-0.1058475200079794,-0.0051384026474946,-0.2444592044706434,0.1708896765310577,4.242744632428696,0.4809967530973763
BIOCARTA_BTG2_PATHWAY54,0.7270461426042854,-0.1816530665876841,0.351252725597976,-0.9090857391720536,-0.1581124744200959,0.3758190949366637,-0.4157633986845167,-0.3063959117786473,-0.4969143377969172,-0.0070083299171373,0.3219541317284187,0.2786189187703159,2.3072988850677167
BIOCARTA_CACAM_PATHWAY55,0.5801410964578302,0.4466530607566445,-0.9534995099841324,-0.2155054431797446,0.3675913810383885,0.1425251104276142,-0.2930982639207313,0.1517474093569435,-0.4750811987453026,-0.8039991583078265,-0.4277677872987336,-0.6098793910376283,-0.9080744140784628
BIOCARTA_CASPASE_PATHWAY60,-0.0697122936994494,-0.1953983779642146,-0.0519837307214289,-0.0254070040424616,-0.130364456225133,-0.0991389712368632,-0.0161755852290576,-0.0680353103273644,-0.0306080774063208,-0.0434823011260311,-0.129720449022075,-0.0334976888139087,17.964433571849902
BIOCARTA_CB1R_PATHWAY61,0.0348194540699168,0.0153102298390035,0.0737638696175211,-0.0422603253381242,0.0025781937837145,0.005177352297361,-0.1115314664116264,-0.0810906888211535,-0.0446183129414121,-0.045634444076309,0.0288851718224698,0.1221190171018103,-0.2866904749220028
BIOCARTA_CCR5_PATHWAY64,-0.2076605957825618,-0.5925563883747562,1.7107008650517153,-0.2871228012600997,-0.6406177964091936,-0.2368683599558468,0.4877275458617544,-0.8803885329269088,0.5032197267241264,0.2071662999614906,0.3596638348463633,0.9611379243071948,1.316434492888485
BIOCARTA_CD40_PATHWAY65,-0.5773349797910726,1.5196870488826206,-0.8915317682273687,-0.4268175249679687,1.074253675114221,-0.2884086550762396,-0.3127219899871411,-0.0065132708407304,-0.7175616668526822,-0.5691986942241907,-0.5727631254172214,-0.5368306156565713,3.071518898673792
BIOCARTA_CDC25_PATHWAY66,-0.1626886472156041,-0.2556809063705686,-0.1403184453175331,0.6858822157692477,-0.2698138095359596,-0.1839861539890221,0.8016888633841747,-0.3352915262371574,0.9088143486022552,-0.262628145453718,-0.1137404412906853,-0.162110377530863,-0.3180337358028338
BIOCARTA_CDK5_PATHWAY68,0.0770134582725216,-0.4665092971597471,0.4916648521482702,0.0814823705212351,-0.6261639469309404,-0.1462212627367676,0.7091439823593044,-0.4140031749749158,0.7169296120221279,0.579155632649973,-0.1085851537484328,1.543385317486412,0.1520984302907034
BIOCARTA_CDMAC_PATHWAY69,-0.4286268980375163,1.4075135458541144,-1.2912473771947823,-0.3101732878084854,1.124822097184112,-0.0265082543237068,-0.72440491478406,0.6302761130906056,-0.8554490643863611,-0.3496705361661136,-0.4808525797650247,-0.957533721121702,1.2571062757447058
BIOCARTA_CELL2CELL_PATHWAY70,0.0843560042246746,-0.1668631537370272,0.2397383146783183,0.1262518056191298,-0.3031325586382776,-0.1580674241765005,-0.0007487670599485,-0.2402186659176133,0.2821424463779172,1.1152535386932114,0.3176400680331071,0.0279918354877623,-0.3043528512178915
BIOCARTA_CELLCYCLE_PATHWAY71,-0.4985228899561554,-0.5230897429353033,-0.5992247765711836,1.9024513913915655,-0.4887945052304069,-0.6433586266252861,1.7803146084625487,-0.5380827933013151,1.6554485962726724,-0.1656494356267759,-0.1938665766157551,-0.2976251952769245,0.8893858014153191
BIOCARTA_CFTR_PATHWAY73,0.4240968020878661,0.6409434088243319,-0.2798390420345917,-0.7945597441735088,0.4444872101673514,0.3706053308999408,-0.868786657108752,0.2499472475168322,-0.570043748038376,-0.6751640687389959,-1.5312333703700494,-1.489259622307068,-1.2573678671194934
BIOCARTA_CK1_PATHWAY77,-0.173838485616294,-0.4121198733090331,-0.3660683256249943,1.2079461971560186,-0.441945868439752,-0.5110128369157169,1.3545321342352568,-0.434398896126469,0.9482899432150782,0.0255132048991374,0.2593223841965819,0.0089966347422182,0.2592023362306163
BIOCARTA_CLASSIC_PATHWAY78,-0.0191801879530174,-0.0119733370458417,-0.0197185009572193,-0.0243954482598781,-0.0186318555516926,-0.0197499147388,-0.0211292205897439,0.2889103903727094,-0.021733856445409,-0.0206875765614748,-0.0257699889831729,-0.0214115512542778,-0.0190842229766568
BIOCARTA_COMP_PATHWAY79,-0.0182426479483314,-0.0166219418641991,-0.017698502724109,-0.0239725335967642,-0.0194262167444135,-0.0192169396168005,-0.0196708379631619,0.2890342985660425,-0.0201770742820346,-0.0176197242598948,-0.0243502665397971,-0.0190664681005777,-0.0178533145177623
BIOCARTA_CSK_PATHWAY83,-0.1034758180458399,-0.1212178857601529,-0.0677621991244819,-0.1115695537917255,-0.1243316222792741,-0.1226729983627812,-0.1071235855583787,-0.1360850199417014,-0.1169838992497502,-0.0853922671683371,-0.0921837072481094,-0.0431824575234453,22.590694705186117
BIOCARTA_CTL_PATHWAY87,-0.0786935254966328,-0.0553008896389713,-0.0861861238416322,-0.2012970281944486,-0.1504071316196418,-0.0687772361231296,-0.2014647677085375,-0.053821517438527,-0.1814711538020963,-0.2023557094943364,-0.1225866031812668,-0.1766652301375828,23.459520722733057
BIOCARTA_CTLA4_PATHWAY86,-0.0971895663072494,-0.1264357880187155,-0.0920217622769129,-0.0346476327974514,-0.1239500035071374,-0.1256051212492816,-0.0370509275310718,-0.1416109416713874,-0.0460328653680445,-0.1378841221796398,-0.1467279793961998,-0.1418804769329351,20.544692174848908
BIOCARTA_D4GDI_PATHWAY90,-0.0881056713871924,-0.0819343750799936,-0.1512364391790144,-0.0448039744261545,-0.0732415256285207,-0.0941171831989701,-0.0853706557678964,-0.0231743235003259,-0.072641932609243,-0.0859672904443203,-0.1333399262029152,-0.13374503800103,17.957573666075408
BIOCARTA_DC_PATHWAY91,-0.4367982669086219,-0.5495087882428922,0.6002819460662602,0.3796597419866533,-0.4259106284819917,-0.375548029062124,0.4656904496864082,-0.4447669119137798,0.5931350960673573,0.5065531225472434,0.498237801218785,0.5313525657058807,14.024542996473643
BIOCARTA_DEATH_PATHWAY92,-0.3979662858559113,2.071582199051951,-1.0593991069238191,-0.9468715152645208,1.2223775352175097,-0.0156523757315301,-0.8779955265446744,-0.0595372114219676,-1.1386851233664923,-0.6755058680159017,-0.4398013228848778,-1.0635619029592738,1.125323283945585
