"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
BTG1,68.4290215509145,1.96307800539705,TRUE,0.994092373791622,BTG1,0.405525119477795,0.153597211849639,0.994092373791622
B2M,67.2630416036236,1.00540311477955,TRUE,1,B2M,0.0723158570012247,0.104789239687096,1
CCL5,63.3108343415097,3.05611762410996,TRUE,0.908700322234157,CCL5,0.938846220476988,0.61504907306434,0.908700322234157
CXCR4,63.1184900029543,2.7047681186312,TRUE,0.932867883995704,CXCR4,0.863825845298749,0.424798239178283,0.932867883995704
RPS3,60.2193613033314,0.62713380972757,TRUE,0.996777658431794,RPS3,0.041567072815251,0.10144293834718,0.996777658431794
CCL4,57.048105926482,2.72503577721203,TRUE,0.856605800214823,CCL4,0.889858734351671,0.454027896384856,0.856605800214823
PTPRC,55.8127990989648,2.81455569535132,TRUE,0.824919441460795,PTPRC,0.930406913523722,0.558139534883721,0.824919441460795
HLA.A,55.1115570594876,1.50156668319265,TRUE,0.951127819548872,HLA.A,0.454751131221719,0.158549686660698,0.951127819548872
SRGN,54.8780663461899,2.18015697975469,TRUE,0.883995703544576,SRGN,0.811207740597823,0.334281072298944,0.883995703544576
CD69,54.2485025414564,2.97603465745561,TRUE,0.793233082706767,CD69,0.942676249144422,0.59508460918614,0.793233082706767
HLA.B,52.9181405655165,1.68366045096989,TRUE,0.910848549946294,HLA.B,0.56379599145151,0.183391003460208,0.910848549946294
CYTIP,51.9820801498536,3.02826316325152,TRUE,0.755102040816326,CYTIP,0.954325967164688,0.636199095022624,0.755102040816326
HSP90AA1,49.4086352659053,1.03356901375219,TRUE,0.969924812030075,HSP90AA1,0.103760971923502,0.104853692522062,0.969924812030075
HLA.C,48.5675326482469,1.31329847588292,TRUE,0.902255639097744,HLA.C,0.420682093600323,0.143356941718577,0.902255639097744
RPS15A,48.4318094255962,0.53462759722644,TRUE,0.994092373791622,RPS15A,0.0579321599253992,0.102747710241465,0.994092373791622
DNAJB1,48.1062061412275,1.95287391016124,TRUE,0.826530612244898,DNAJB1,0.575271894676589,0.171782565018417,0.826530612244898
CD2,47.7868562411588,3.10741098285808,TRUE,0.690655209452202,CD2,0.974496417085144,0.739930955120829,0.690655209452202
RPL30,47.6974551779565,0.370095336789068,TRUE,0.997851772287862,RPL30,0.0175499970847181,0.0993158007269617,0.997851772287862
CD48,46.9880728398671,3.01376800418473,TRUE,0.685821697099893,CD48,0.959508233701782,0.640100250626566,0.685821697099893
CD3E,46.7703770514473,3.16472380457909,TRUE,0.672395273899033,CD3E,0.980064200033789,0.779576587795766,0.672395273899033
RPS29,46.1995168744389,0.674619649614761,TRUE,0.9828141783029,RPS29,0.0915070725886256,0.104949245856512,0.9828141783029
ARHGDIB,45.6379240555443,2.3952920037818,TRUE,0.722878625134264,ARHGDIB,0.85359225499632,0.342319430315361,0.722878625134264
CD3D,45.3433326604297,3.14770610963035,TRUE,0.65359828141783,CD3D,0.977799010791367,0.754962779156328,0.65359828141783
RPS19,45.0507055382668,0.428206952887718,TRUE,0.996240601503759,RPS19,0.0258248804943453,0.0999138209630507,0.996240601503759
RPS27,44.0869718812521,0.366900640714711,TRUE,0.998388829215897,RPS27,0.0161516034985423,0.0992419389280376,0.998388829215897
IL7R,43.944308652035,3.06586007977525,TRUE,0.641783029001074,IL7R,0.959301672841585,0.622395833333333,0.641783029001074
TMSB4X,43.8161181213176,0.483614087590197,FALSE,0.996777658431794,TMSB4X,0.046289278843351,0.101894043370848,0.996777658431794
TMSB10,43.7337380761668,1.15544315161117,FALSE,0.90171858216971,TMSB10,0.39001731102135,0.137061224489796,0.90171858216971
RPL28,43.2204158619797,0.352500768049982,TRUE,0.998388829215897,RPL28,0.0222740524781341,0.0998013636119611,0.998388829215897
HSPA1B,42.4147720271151,1.91994324806478,TRUE,0.752953813104189,HSPA1B,0.65036633157267,0.185498809208785,0.752953813104189
IL32,42.282212534427,3.03770930849205,TRUE,0.618152524167562,IL32,0.965841639601299,0.653605905735378,0.618152524167562
KLRD1,41.9869968398506,3.08583172840694,TRUE,0.610633727175081,KLRD1,0.972470904207699,0.697974217311234,0.610633727175081
TXNIP,41.6497207708851,0.799962400901786,FALSE,0.962943071965628,TXNIP,0.166240706319703,0.111042298879049,0.962943071965628
RESF1,40.9330575782045,2.51160620512403,TRUE,0.650912996777659,RESF1,0.85963926504467,0.326684636118598,0.650912996777659
HSPA1A,40.5870492115678,1.64335451315304,TRUE,0.788399570354458,HSPA1A,0.482241605381677,0.13914691943128,0.788399570354458
HCST,40.0390563515085,2.95904526097285,TRUE,0.591299677765843,HCST,0.959012731740004,0.6,0.591299677765843
LCP1,39.8521639130122,2.68339069700048,TRUE,0.609022556390977,LCP1,0.928671328671329,0.470734744707348,0.609022556390977
CD3G,39.7075037296305,3.15227046720959,TRUE,0.57250268528464,CD3G,0.985342473387951,0.802106847253574,0.57250268528464
RPS27A,39.6779531713817,0.284065757000084,TRUE,0.998388829215897,RPS27A,0.014402332361516,0.0990832533845006,0.998388829215897
STK4,39.4558466577723,2.35285645794201,TRUE,0.645542427497315,STK4,0.833773235244567,0.28880345987506,0.645542427497315
TRBC2,38.8478798114095,3.123690378397,TRUE,0.562835660580022,TRBC2,0.980513334446857,0.74964234620887,0.562835660580022
S100A4,38.4099810602021,2.40236694406972,TRUE,0.616541353383459,S100A4,0.890711606293041,0.370322580645161,0.616541353383459
PTMA,38.3789505381489,0.454768234764196,TRUE,0.990870032223416,PTMA,0.0619319505942671,0.102808425275828,0.990870032223416
HLA.E,38.2575169643279,1.18318807846405,FALSE,0.823308270676692,HLA.E,0.557106889448386,0.165318667098027,0.823308270676692
CD52,38.1475461160825,3.02756511632661,TRUE,0.558539205155747,CD52,0.972786465579609,0.680183126226292,0.558539205155747
RPL39,37.8116878531158,0.475627540130261,TRUE,0.9828141783029,RPL39,0.0663600908085453,0.10241199843304,0.9828141783029
CLEC2B,37.669106783241,2.49213242570913,TRUE,0.604189044038668,CLEC2B,0.878438828002684,0.341012428008487,0.604189044038668
ZFP36L2,37.4641258944479,1.27761295878245,TRUE,0.818474758324383,ZFP36L2,0.523648841864455,0.154673703440577,0.818474758324383
RPS18,37.1493619861188,0.277369824980838,FALSE,0.997314715359828,RPS18,0.0157999067164179,0.0991034261927634,0.997314715359828
ID2,37.0012140535763,1.75279404097123,TRUE,0.703007518796993,ID2,0.647853107344633,0.173561389551843,0.703007518796993
