"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
KLK3,39.8895523537522,4.72628639633804,TRUE,1,KLK3,0.929295118383269,0.297253634894992,1
ACP3,39.5612930894831,4.83736974535887,TRUE,0.992753623188406,ACP3,0.949298521206869,0.369272237196765,0.992753623188406
AZGP1,39.5532328784106,3.75623152038539,TRUE,0.998188405797101,AZGP1,0.782262433633113,0.120568927789934,0.998188405797101
KLK2,39.5497931916704,4.82441083350266,TRUE,0.992753623188406,KLK2,0.969828286658361,0.495927601809955,0.992753623188406
MSMB,39.2988457316073,4.59026855624042,TRUE,0.990942028985507,MSMB,0.914743798071715,0.257897218293258,0.990942028985507
NKX3.1,37.8897584616299,4.61983081920836,TRUE,0.958333333333333,NKX3.1,0.967099567099567,0.465259454705365,0.958333333333333
CPE,37.1893202061935,4.43709790060709,TRUE,0.943840579710145,CPE,0.959379056685418,0.409591194968553,0.943840579710145
STEAP2,37.0415125376496,4.32864308074192,TRUE,0.942028985507246,STEAP2,0.934014819622478,0.298850574712644,0.942028985507246
RDH11,36.7504418233526,4.27019282475392,TRUE,0.934782608695652,RDH11,0.887200562374953,0.198308993082244,0.934782608695652
PMEPA1,35.3450758452862,4.16299754688391,TRUE,0.905797101449275,PMEPA1,0.933275703711708,0.288184438040346,0.905797101449275
KLK4,34.8649870389512,4.68510277293428,FALSE,0.882246376811594,KLK4,0.990659755965878,0.737878787878788,0.882246376811594
ELAPOR1,34.61322418139,4.82904200760428,TRUE,0.873188405797101,ELAPOR1,0.98904301829762,0.703649635036496,0.873188405797101
TMPRSS2,34.4597820415181,4.25453759474618,TRUE,0.884057971014493,TMPRSS2,0.949732735813401,0.343904157857646,0.884057971014493
LOC124905021,34.4597820415181,4.25453759474618,TRUE,0.884057971014493,LOC124905021,0.949732735813401,0.343904157857646,0.884057971014493
SLC45A3,34.2546771061277,5.02073031654542,TRUE,0.860507246376812,SLC45A3,0.995791518290709,0.858951175406872,0.860507246376812
PLPP1,34.0341227861801,3.73238882877905,TRUE,0.891304347826087,PLPP1,0.893125236269374,0.199109672197491,0.891304347826087
TSPAN8,33.8319508193404,4.61344719244366,TRUE,0.858695652173913,TSPAN8,0.978635014836795,0.544827586206897,0.858695652173913
FOLH1,33.7290451267113,4.99303415600038,TRUE,0.847826086956522,FOLH1,0.995631303597433,0.852459016393443,0.847826086956522
SLC39A6,33.576873910809,3.21873119844251,TRUE,0.902173913043478,SLC39A6,0.839338771541246,0.143433179723502,0.902173913043478
DHRS7,33.2188953398798,2.09764625010605,TRUE,0.956521739130435,DHRS7,0.530382555056545,0.0573476702508961,0.956521739130435
H2AJ,33.0257202702953,2.08840257131883,TRUE,0.956521739130435,H2AJ,0.550024349331746,0.0597014925373134,0.956521739130435
NEFH,32.8361111426075,4.82633192638324,TRUE,0.829710144927536,NEFH,0.988625950083554,0.684603886397608,0.829710144927536
SLC44A4,32.8104735310945,3.64753350439967,TRUE,0.865942028985507,SLC44A4,0.911337758350871,0.225365393682225,0.865942028985507
AMD1,32.3876957901141,2.81792711681669,TRUE,0.911231884057971,AMD1,0.752080406354696,0.0988018071105873,0.911231884057971
SPDEF,31.8001975449025,4.64086544679285,TRUE,0.806159420289855,SPDEF,0.98728722258134,0.65345080763583,0.806159420289855
GALNT7,31.3134813553446,4.3612012123253,TRUE,0.804347826086957,GALNT7,0.965311069216267,0.408088235294118,0.804347826086957
KIF5C,31.0609050105033,4.39504737572313,TRUE,0.795289855072464,KIF5C,0.977759827679052,0.515258215962441,0.795289855072464
IL1R1,30.4422197042685,2.70080929325108,TRUE,0.871376811594203,IL1R1,0.830688687392055,0.132946379215036,0.871376811594203
ARFGEF3,30.2490579888333,3.7413154183956,TRUE,0.797101449275362,ARFGEF3,0.942269373687328,0.291005291005291,0.797101449275362
NEDD4L,29.9285389941065,2.38551824064689,TRUE,0.896739130434783,NEDD4L,0.714324295128011,0.0855809128630705,0.896739130434783
HOMER2,29.926874757808,4.41483843501399,TRUE,0.764492753623188,HOMER2,0.981815247215796,0.555263157894737,0.764492753623188
SLC12A2,29.7118164095516,4.25701521004642,TRUE,0.768115942028986,SLC12A2,0.963626580575733,0.385454545454545,0.768115942028986
FOXA1,29.6507169870531,4.26462205503077,TRUE,0.76268115942029,FOXA1,0.972186356789326,0.448827292110874,0.76268115942029
SEC11C,29.6411530406925,2.21137744953572,TRUE,0.909420289855072,SEC11C,0.618036418652402,0.0663056399418835,0.909420289855072
ATP2C1,29.4572991888322,3.49667006964391,TRUE,0.789855072463768,ATP2C1,0.919937543746298,0.226729069162767,0.789855072463768
ZKSCAN1,29.3010009759956,2.92523424388041,TRUE,0.831521739130435,ZKSCAN1,0.850835579514825,0.142281463112213,0.831521739130435
PPP3CA,29.2502389995561,2.68812800003284,TRUE,0.840579710144928,PPP3CA,0.81137772984632,0.117112569409389,0.840579710144928
HOXB13,28.8384392458969,4.51917100659873,FALSE,0.733695652173913,HOXB13,0.988765856804988,0.659609120521173,0.733695652173913
ERGIC1,28.6544862113114,2.74968324088446,TRUE,0.817028985507246,ERGIC1,0.848259510723138,0.138047138047138,0.817028985507246
ZNF827,28.6252242205829,3.96558281116168,TRUE,0.751811594202899,ZNF827,0.943530171022911,0.283276450511945,0.751811594202899
DSP,28.5935789464824,2.32300458516884,TRUE,0.873188405797101,DSP,0.7945700869002,0.11240671641791,0.873188405797101
AR,28.5538449219845,2.00294443491524,TRUE,0.896739130434783,AR,0.674732634762882,0.0759551941077183,0.896739130434783
SLC30A4,28.5356392849028,4.52682962403699,TRUE,0.728260869565217,SLC30A4,0.982479711936368,0.552197802197802,0.728260869565217
SCARB2,28.5177004786881,2.26755271243929,TRUE,0.871376811594203,SCARB2,0.748704663212435,0.0936344169748881,0.871376811594203
CDH1,28.4499514954079,2.61680555696574,TRUE,0.826086956521739,CDH1,0.846871125963456,0.138307552320291,0.826086956521739
ZNF532,28.3586791917048,3.9071866719615,TRUE,0.744565217391304,ZNF532,0.947359931175395,0.29568345323741,0.744565217391304
FLNB,28.1062131731454,2.88827898122194,TRUE,0.793478260869565,FLNB,0.877281783425771,0.161207213838793,0.793478260869565
NPY,28.0025180790681,4.84200973305011,TRUE,0.710144927536232,NPY,0.987753128860719,0.632258064516129,0.710144927536232
MIA3,27.912499672,2.6905138190925,TRUE,0.811594202898551,MIA3,0.847314261085071,0.136502132845826,0.811594202898551
APLP2,27.9121214179214,2.01977817549573,TRUE,0.88768115942029,APLP2,0.7251471461742,0.0878136200716846,0.88768115942029
NPDC1,27.8665178171171,1.87917638763887,TRUE,0.903985507246377,NPDC1,0.679740680713128,0.0776412011825113,0.903985507246377
ZG16B,27.851078811137,2.51980040518447,TRUE,0.817028985507246,ZG16B,0.823364586701153,0.12094395280236,0.817028985507246
STEAP1,27.6300238628833,4.47105857897142,TRUE,0.706521739130435,STEAP1,0.981363123690853,0.529172320217096,0.706521739130435
ACSL3,27.5917372450777,2.88077891420078,TRUE,0.786231884057971,ACSL3,0.851467025572005,0.135922330097087,0.786231884057971
NBL1,27.5359368769415,3.36730898496254,FALSE,0.739130434782609,NBL1,0.947207139401107,0.293525179856115,0.739130434782609
MICOS10.NBL1,27.5359368769415,3.36730898496254,FALSE,0.739130434782609,MICOS10.NBL1,0.947207139401107,0.293525179856115,0.739130434782609
