"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
KRT19,71.7721847309234,2.08677070219471,TRUE,0.991166077738516,KRT19,0.635490605427975,0.268581687612208,0.991166077738516
CLDN4,68.661790470909,2.09837292331047,TRUE,0.965106007067138,CLDN4,0.672729434141702,0.284098296710441,0.965106007067138
TACSTD2,68.4489996164354,2.32187903865612,TRUE,0.950088339222615,TACSTD2,0.814331474670779,0.407309221738307,0.950088339222615
ATF3,67.1652628122775,1.88100619412493,TRUE,0.972173144876325,ATF3,0.658138981437411,0.276959859066314,0.972173144876325
S100A6,66.4069024769636,1.654202034756,FALSE,0.990724381625442,S100A6,0.542287963736133,0.226177271352223,0.990724381625442
BTG2,65.3671442238975,1.5572553188074,TRUE,0.988957597173145,BTG2,0.498986285032797,0.210412555210976,0.988957597173145
EGR1,63.264374373766,1.67508478931574,TRUE,0.977473498233216,EGR1,0.609609430816861,0.252337514253136,0.977473498233216
ZFP36,62.9309176228893,1.35374967155568,TRUE,0.988515901060071,ZFP36,0.408741279589768,0.184136909659371,0.988515901060071
ANXA1,62.0331618406656,1.87519697943601,TRUE,0.942137809187279,ANXA1,0.7177648731927,0.309309744779582,0.942137809187279
FOSB,61.5848343010208,1.61623939774253,TRUE,0.964222614840989,FOSB,0.618209913229526,0.253630765655862,0.964222614840989
ZFP36L1,60.9926485376822,1.52243590162113,TRUE,0.970848056537102,ZFP36L1,0.536672416869907,0.220086111945529,0.970848056537102
KLF6,60.9496193447223,1.66574561540027,TRUE,0.951855123674912,KLF6,0.628871484514062,0.256242568370987,0.951855123674912
PERP,60.6477720413195,1.94158894477259,TRUE,0.90856890459364,PERP,0.747876356772062,0.324909177065235,0.90856890459364
KRT17,59.7776616013311,2.4419534285574,TRUE,0.844081272084806,KRT17,0.856591414200491,0.43800137520055,0.844081272084806
FOS,59.749783197249,1.29558848417475,FALSE,0.988515901060071,FOS,0.420070359549222,0.187061183550652,0.988515901060071
S100A14,57.8567916744807,2.54493321998231,TRUE,0.79726148409894,S100A14,0.940537084398977,0.638260254596888,0.79726148409894
