"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
EEF1A1,22.5529225018462,0.129026996981702,FALSE,0.997637330183107,EEF1A1,0.00092378752886836,0.0889274996051177,0.997637330183107
PRPS2,21.8117153181638,0.500618030671699,FALSE,0.872415829887773,PRPS2,0.222564453570614,0.0977692460448799,0.872415829887773
RPS4X,18.9846049795115,0.153078796371095,FALSE,0.955699940933255,RPS4X,0.0139727445230292,0.0862197591388682,0.955699940933255
SEMG1,18.7612122462645,0.331628334382083,FALSE,0.962197282929711,SEMG1,0.0913693901035673,0.0935078353711038,0.962197282929711
GSTP1,18.605357889602,0.296964147587336,FALSE,0.93502658003544,GSTP1,0.0910134282107196,0.0908569132755553,0.93502658003544
SEMG2,18.1127996065643,0.356148849145008,FALSE,0.958653278204371,SEMG2,0.107960427930519,0.094734998832594,0.958653278204371
CD24,17.5471941524631,0.451966482457691,FALSE,0.788541051388069,CD24,0.292350345139753,0.0964456003467707,0.788541051388069
AKR1B1,16.1258782097717,0.436406858488001,FALSE,0.783225044300059,AKR1B1,0.278459537408811,0.0941427050053248,0.783225044300059
FDX1,15.7550146741395,0.460059243247668,FALSE,0.735971647962197,FDX1,0.298429319371728,0.0908958272541581,0.735971647962197
RPL19,15.1688675348622,0.107948722838864,FALSE,0.953927938570585,RPL19,0.0117281821317696,0.0858814145174156,0.953927938570585
RPL3,13.4430111496284,0.0883548943118111,FALSE,0.945658594211459,RPL3,0.0164866727941176,0.0855143681230638,0.945658594211459
RPL8,13.1026870307964,0.110305056645665,FALSE,0.930301240401654,RPL8,0.0238040610301709,0.0847047434656341,0.930301240401654
RPL41,12.8770111352041,0.0639870368793007,FALSE,0.981689308919078,RPL41,0.00397763302011875,0.0877507919746568,0.981689308919078
PIP,12.6475633220267,0.296632635981398,FALSE,0.87005316007088,PIP,0.182880930656934,0.0932160486014429,0.87005316007088
RPL12,12.2116465220149,0.100416154579766,FALSE,0.910809214412286,RPL12,0.0297131734127211,0.0833964305029746,0.910809214412286
GSTM3,11.8495548349659,0.379673324262511,FALSE,0.718251624335499,GSTM3,0.288090822233463,0.0875891377944248,0.718251624335499
RPLP0,11.8249840469349,0.179082193612808,FALSE,0.789131718842292,RPLP0,0.115486900922311,0.0787364450730787,0.789131718842292
RPL10,11.0490273079051,0.0509322976003621,FALSE,0.971647962197283,RPL10,0.00621976503109883,0.0870324321464473,0.971647962197283
RPS6,11.03832744795,0.0752732383084078,FALSE,0.9314825753101,RPS6,0.0189880679210647,0.0844308812506692,0.9314825753101
RPL7A,10.2686622227697,0.0637074986667582,FALSE,0.918487891317188,RPL7A,0.0242924258049731,0.0836696260425074,0.918487891317188
FTH1,10.1766120792535,0.0939477996193679,FALSE,0.944477259303012,FTH1,0.0253302699597932,0.0861158983196898,0.944477259303012
RPS14,9.4674578004377,0.0505247467247554,FALSE,0.951565268753692,RPS14,0.0129899988504426,0.0857690464781984,0.951565268753692
PDK4,9.04314567836898,0.279844214225036,FALSE,0.754873006497342,PDK4,0.245445829338447,0.0871938322985604,0.754873006497342
RPL6,8.98333996647588,0.0736717652903971,FALSE,0.829297105729474,RPL6,0.0614030105083783,0.0783132530120482,0.829297105729474
RPL36AL,8.91498214108459,0.166897908212317,FALSE,0.728883638511518,RPL36AL,0.143347398030942,0.0749650689508535,0.728883638511518
RPL13A,8.66162038519456,0.0387663419043661,FALSE,0.905493207324276,RPL13A,0.0272945754177157,0.0827217785452191,0.905493207324276
RPL24,8.28281259514716,0.0553993457050573,FALSE,0.858830478440638,RPL24,0.0486471090857306,0.0800881299917378,0.858830478440638
RPS12,8.20767195215191,0.0355463130221364,FALSE,0.952155936207915,RPS12,0.0103466114847387,0.0856126188326518,0.952155936207915
RPL15,8.15545829802942,0.0549901170213826,FALSE,0.858239810986415,RPL15,0.050125313283208,0.0801478294445364,0.858239810986415
TPT1,8.02992923532362,0.0313255117608251,FALSE,0.976963969285292,TPT1,0.00374531835205993,0.0873099662162162,0.976963969285292
RPL13,8.00080542662768,0.0300399468676091,FALSE,0.970466627288836,RPL13,0.00529770816538063,0.0868530950996458,0.970466627288836
RPL10A,7.59995190131108,0.0487879599253477,FALSE,0.832841110454814,RPL10A,0.0573896244104779,0.0783376854269682,0.832841110454814
RPS24,7.38442333785523,0.0328628561754669,FALSE,0.903721204961607,RPS24,0.02591681446307,0.0824531148954516,0.903721204961607
PATE4,7.25821905625629,0.405435264449402,FALSE,0.536916715888955,PATE4,0.483977900552486,0.0886915796663089,0.536916715888955
GAPDH,7.08068731667578,0.0922134775471642,FALSE,0.767867690490254,GAPDH,0.114969789372635,0.0765922347257409,0.767867690490254
