"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
SPARCL1,49.0868225960305,3.18184582971613,TRUE,0.969450101832994,SPARCL1,0.859998892396301,0.273563218390805,0.969450101832994
HLA.E,45.0818596341946,2.09712703165485,TRUE,0.95112016293279,HLA.E,0.538644536652835,0.100722527768791,0.95112016293279
VIM,41.7650202168416,2.12394227166204,FALSE,0.929735234215886,VIM,0.680923961096375,0.136533572603559,0.929735234215886
KLF2,41.7573384264966,3.07488683197131,TRUE,0.85030549898167,KLF2,0.858919335314185,0.245660488378935,0.85030549898167
TIMP3,41.4044513787293,2.61693958912639,TRUE,0.878818737270876,TIMP3,0.764906866527058,0.168258919867421,0.878818737270876
CAVIN2,41.0084931735037,3.55900155700266,TRUE,0.808553971486762,CAVIN2,0.918418885533901,0.348245614035088,0.808553971486762
EPAS1,40.4388564188962,3.33976798373984,TRUE,0.810590631364562,EPAS1,0.877505078789875,0.262966633630657,0.810590631364562
LIFR,40.3510684280856,3.46628167829388,TRUE,0.804480651731161,LIFR,0.894066633734014,0.290441176470588,0.804480651731161
FLT1,40.0258081557708,3.92294726405047,TRUE,0.773930753564155,FLT1,0.97698504027618,0.64406779661017,0.773930753564155
TSC22D1,39.8384272111959,2.69324247384456,TRUE,0.845213849287169,TSC22D1,0.761868089553881,0.160883892227176,0.845213849287169
GSN,39.6443164665512,3.03495549267439,TRUE,0.813645621181263,GSN,0.839209225700165,0.214381540112691,0.813645621181263
PECAM1,38.7322008068377,3.85382948337992,TRUE,0.75152749490835,PECAM1,0.967763121887143,0.556141672946496,0.75152749490835
VWF,37.9149434117803,3.87440659314001,TRUE,0.736252545824847,VWF,0.969594225090233,0.565285379202502,0.736252545824847
IFITM3,37.8100796913163,2.16891645377313,FALSE,0.84826883910387,IFITM3,0.647722271126761,0.115118850193477,0.84826883910387
EGFL7,36.7654665495762,3.91410201520616,TRUE,0.712830957230143,EGFL7,0.973182587798351,0.587741393786734,0.712830957230143
HLA.A,36.4512976065145,1.47867726527927,FALSE,0.918533604887984,HLA.A,0.432926492516706,0.0807520143240824,0.918533604887984
IFI27,35.4495517436926,3.24016560898279,TRUE,0.723014256619145,IFI27,0.899557352860812,0.278649921507064,0.723014256619145
HLA.B,34.7540131903849,1.65252443540172,FALSE,0.874745417515275,HLA.B,0.537796143250689,0.0928849480968858,0.874745417515275
PLVAP,34.6588350771372,3.95252425638336,TRUE,0.670061099796334,PLVAP,0.98278022996022,0.675564681724846,0.670061099796334
CLEC14A,34.3446507473054,4.04645557111151,TRUE,0.659877800407332,CLEC14A,0.991449267469092,0.804968944099379,0.659877800407332
TXNIP,34.2651255396231,0.878847840096125,TRUE,0.986761710794297,TXNIP,0.158647450110865,0.0600111475815941,0.986761710794297
B2M,34.0190349709746,0.675443462145074,FALSE,0.992871690427699,B2M,0.0687590107574581,0.0548708424784738,0.992871690427699
CAV1,33.3165754161479,3.02354591363089,FALSE,0.693482688391039,CAV1,0.908828022697512,0.289540816326531,0.693482688391039
TGFBR2,33.0245004367729,2.93684808369934,TRUE,0.69857433808554,TGFBR2,0.865305899688916,0.217501585288523,0.69857433808554
APOLD1,33.0135503072345,3.76024779877592,TRUE,0.64765784114053,APOLD1,0.969901485876014,0.534903280067283,0.64765784114053
A2M,32.0463053543658,3.18632089558583,TRUE,0.654786150712831,A2M,0.940052270499837,0.368692660550459,0.654786150712831
TMSB10,31.8934172062822,1.24229960428443,FALSE,0.905295315682281,TMSB10,0.373013245033113,0.0725714285714286,0.905295315682281
IGFBP4,31.7290081875985,2.65658292159737,TRUE,0.69755600814664,IGFBP4,0.819580877537656,0.171636181408168,0.69755600814664
IFITM2,31.3823169876735,2.25495908988664,TRUE,0.729124236252546,IFITM2,0.745312414584814,0.133209302325581,0.729124236252546
TCF4,31.166598222833,2.77531583992654,TRUE,0.671079429735234,TCF4,0.867138964577657,0.212786567646109,0.671079429735234
ADGRL4,31.1580552188235,4.03314988660466,TRUE,0.59979633401222,ADGRL4,0.992128121606949,0.802452316076294,0.59979633401222
HSPA1A,30.9321779700248,1.5018830020137,FALSE,0.873727087576375,HSPA1A,0.466034929205003,0.0813270142180095,0.873727087576375
PTPRB,30.7620529156404,3.98172120901452,TRUE,0.593686354378819,PTPRB,0.990828177575166,0.775265957446809,0.593686354378819
GNG11,30.6592534388129,1.9588607816287,TRUE,0.74847250509165,GNG11,0.692787567035132,0.115766262403528,0.74847250509165
JUN,30.5164631154716,1.18651128608415,TRUE,0.912423625254583,JUN,0.405289018936675,0.0767912238601303,0.912423625254583
JUNB,30.366063286652,1.30224177499865,FALSE,0.863543788187373,JUNB,0.441605638456032,0.0771680771680772,0.863543788187373
STOM,30.1729052650674,2.63817250608779,TRUE,0.663951120162933,STOM,0.851555265021518,0.193070772875333,0.663951120162933
CD74,29.9272314144766,1.5231743237963,FALSE,0.788187372708758,CD74,0.651713737318344,0.108631578947368,0.788187372708758
FOS,29.9139872658238,1.16747874996216,FALSE,0.892057026476578,FOS,0.388518171289913,0.0732196589769308,0.892057026476578
SOCS3,29.9037423894242,2.26100347422108,TRUE,0.693482688391039,SOCS3,0.803961152335225,0.159335517080019,0.693482688391039
F8,29.4933974154738,3.89047264969782,TRUE,0.575356415478615,F8,0.979722402949469,0.601703940362087,0.575356415478615
SPARC,29.1760443689336,3.13416408827107,TRUE,0.604887983706721,SPARC,0.923649199022536,0.297,0.604887983706721
SPTBN1,28.9047003796808,1.98429768685489,TRUE,0.712830957230143,SPTBN1,0.736468403517396,0.126696832579186,0.712830957230143
ZFP36,28.6548651789935,1.15089307061794,FALSE,0.873727087576375,ZFP36,0.377665142416396,0.0705940431133783,0.873727087576375
HLA.DRA,28.5866870387489,1.65036637947899,FALSE,0.706720977596741,HLA.DRA,0.807207207207207,0.164260355029586,0.706720977596741
C11orf96,28.5731105574221,2.90631481871205,FALSE,0.595723014256619,C11orf96,0.939752496743378,0.345132743362832,0.595723014256619
TACC1,28.4988034707662,2.11325722853097,TRUE,0.691446028513238,TACC1,0.736224768139662,0.123141095393544,0.691446028513238
SLC2A3,28.4142403998234,3.050162263556,TRUE,0.591649694501018,SLC2A3,0.934664640764055,0.325490196078431,0.591649694501018
ADGRF5,28.3714354790698,3.96231956005009,TRUE,0.54887983706721,ADGRF5,0.990416892257715,0.752793296089386,0.54887983706721
IGFBP7,28.2926173107478,2.12896115904566,FALSE,0.654786150712831,IGFBP7,0.867908091037787,0.209514499837081,0.654786150712831
WWTR1,28.2796467918608,3.14826608171445,TRUE,0.590631364562118,WWTR1,0.916164740354876,0.272941176470588,0.590631364562118
HLA.C,28.2653036009947,1.13355374734543,FALSE,0.855397148676171,HLA.C,0.401232869172767,0.0716784708592883,0.855397148676171
KLF4,28.0293910158536,2.48144196108026,TRUE,0.636456211812627,KLF4,0.844321148825065,0.17923716661887,0.636456211812627
HSPG2,27.8296429833233,3.52920929876906,TRUE,0.560081466395112,HSPG2,0.95443956877404,0.395398993529835,0.560081466395112
EMCN,27.5642693845549,4.06195747241238,TRUE,0.530549898167006,EMCN,0.9940501947209,0.8256735340729,0.530549898167006
ENG,27.3087001524316,2.81784785132868,TRUE,0.60183299389002,ENG,0.868498208274514,0.196150016594756,0.60183299389002
SEC14L1,27.1870946395511,2.89991429100466,TRUE,0.587576374745417,SEC14L1,0.888129340277778,0.218643425539977,0.587576374745417
GIMAP4,27.131341461027,2.63492483771858,TRUE,0.588594704684318,GIMAP4,0.923606966523792,0.29103726082578,0.588594704684318
SOX18,27.0705455522016,4.04364964896448,TRUE,0.521384928716904,SOX18,0.993836838406228,0.817891373801917,0.521384928716904
PODXL,26.7995211790089,3.1491414727002,TRUE,0.561099796334012,PODXL,0.927077689890562,0.290458618871903,0.561099796334012
GALNT15,26.7002613150266,3.93135918172492,TRUE,0.517311608961304,GALNT15,0.991027512026377,0.753709198813056,0.517311608961304
LDB2,26.6039007242212,3.9060328816493,TRUE,0.516293279022403,LDB2,0.989622743487191,0.725321888412017,0.516293279022403
H3.3B,26.354603924536,0.636817479863245,TRUE,0.960285132382892,H3.3B,0.148178899590391,0.057739407298555,0.960285132382892
AQP1,26.2797894184929,3.87075304476511,TRUE,0.514256619144603,AQP1,0.982544314742758,0.609903381642512,0.514256619144603
CLDN5,25.558229380188,3.93520194043632,TRUE,0.4979633401222,CLDN5,0.986879049676026,0.668032786885246,0.4979633401222
MGP,25.5572777931381,2.41130965371658,FALSE,0.576374745417515,MGP,0.898769180718972,0.232634607480477,0.576374745417515
SRGN,25.491305173587,1.41197816128766,FALSE,0.721995926680244,SRGN,0.769672131147541,0.143988627132413,0.721995926680244
AHNAK,24.9789029474326,1.55230163240747,TRUE,0.70162932790224,AHNAK,0.710152838427948,0.114852475412569,0.70162932790224
PRSS23,24.9437876979419,3.28194560812723,TRUE,0.516293279022403,PRSS23,0.94346557128959,0.326464906632325,0.516293279022403
S100A10,24.6624098916447,1.32508794920436,FALSE,0.75050916496945,S100A10,0.637040280210158,0.100013570362329,0.75050916496945
VAMP5,24.5681786770878,2.87024843978208,TRUE,0.528513238289206,VAMP5,0.920876149269876,0.261856710393542,0.528513238289206
CEBPD,24.2789259239678,1.06434289365271,FALSE,0.819755600814664,CEBPD,0.481542518127884,0.0785902567607147,0.819755600814664
GIMAP7,24.2325165923261,2.35077223970079,FALSE,0.54989816700611,GIMAP7,0.909686501705561,0.244565217391304,0.54989816700611
NHERF2,24.222646515695,2.71774787355761,TRUE,0.54989816700611,NHERF2,0.8680491634631,0.181390661740007,0.54989816700611
CNN3,24.1984935169986,2.15981966900671,TRUE,0.589613034623218,CNN3,0.820075963103635,0.148652118100128,0.589613034623218
FAM107A,23.9849385923269,2.15873395599131,TRUE,0.588594704684318,FAM107A,0.809342954804406,0.141251221896383,0.588594704684318
APP,23.9368757804901,1.35553808053362,TRUE,0.717922606924644,APP,0.602764423076923,0.0883901705115346,0.717922606924644
PLPP1,23.8874881656736,2.41681228588201,FALSE,0.541751527494908,PLPP1,0.895058721653948,0.215297450424929,0.541751527494908
TSPAN7,23.7648237984955,3.7657026143319,TRUE,0.468431771894094,TSPAN7,0.981077147016012,0.567200986436498,0.468431771894094
PIK3R3,23.6819836019601,3.42704800170424,TRUE,0.485743380855397,PIK3R3,0.95321605870926,0.354910714285714,0.485743380855397
MEF2C,23.5946810703242,3.03881569083672,TRUE,0.491853360488798,MEF2C,0.95374068876174,0.36044776119403,0.491853360488798
KDR,23.5937811663384,3.87684975834457,TRUE,0.460285132382892,KDR,0.988845179716549,0.685887708649469,0.460285132382892
FMO2,23.5250904921082,4.00804022834552,TRUE,0.455193482688391,FMO2,0.99310419135869,0.777391304347826,0.455193482688391
HSPA1B,23.3715493181411,1.36802719857748,FALSE,0.724032586558045,HSPA1B,0.625806099027216,0.0940725059539561,0.724032586558045
BTG1,23.2024897619186,0.7566622824966,FALSE,0.870672097759674,BTG1,0.383276412911755,0.0709484690067214,0.870672097759674
SYNE2,23.1993363691953,2.08199630646132,TRUE,0.576374745417515,SYNE2,0.828932386271214,0.152109647944101,0.576374745417515
HLA.DRB1,23.0838613866829,1.82934292996396,FALSE,0.537678207739308,HLA.DRB1,0.912125967209567,0.245353159851301,0.537678207739308
TIAM1,23.0632449557694,3.81233633391171,TRUE,0.454175152749491,TIAM1,0.982061089263589,0.572528883183569,0.454175152749491
DEPP1,22.9646528878654,3.03658542481074,TRUE,0.5,DEPP1,0.912787558051626,0.233143399810067,0.5
RAMP3,22.8882777513693,4.04259233309679,TRUE,0.441955193482688,RAMP3,0.994724091520861,0.81578947368421,0.441955193482688
CDKN1A,22.8843138477498,1.79239252336341,TRUE,0.629327902240326,CDKN1A,0.707683105867,0.103103103103103,0.629327902240326
CD93,22.8796463755322,3.55701267303923,TRUE,0.456211812627291,CD93,0.977479661656161,0.517321016166282,0.456211812627291
LMO2,22.8007966696392,3.14861700065921,TRUE,0.480651731160896,LMO2,0.938285590980202,0.292079207920792,0.480651731160896
LRRC32,22.7301020188855,3.9664723197638,TRUE,0.440936863543788,LRRC32,0.992301894918174,0.751736111111111,0.440936863543788
ITGA6,22.7204638141944,2.37005088249212,TRUE,0.539714867617108,ITGA6,0.857081010877212,0.167139703563545,0.539714867617108
MEIS2,22.6977279572807,3.32967530667938,TRUE,0.460285132382892,MEIS2,0.969661044349841,0.445320197044335,0.460285132382892
PLK2,22.5732266603168,3.06232399128787,TRUE,0.481670061099796,PLK2,0.931376780319379,0.271060171919771,0.481670061099796
IL6ST,22.2779430694744,1.86380631155414,TRUE,0.59979633401222,IL6ST,0.752334419109663,0.114346728790526,0.59979633401222
NEDD9,22.2556302074265,1.5495071090623,TRUE,0.64765784114053,NEDD9,0.666575953845317,0.0940550133096717,0.64765784114053
TMEM88,22.2517355410404,4.01076601908451,TRUE,0.431771894093686,TMEM88,0.991606133979015,0.731034482758621,0.431771894093686
EMP2,21.988641108638,2.13132408317349,TRUE,0.539714867617108,EMP2,0.846853184696142,0.157738095238095,0.539714867617108
ITM2A,21.9278218511419,2.32976599948352,TRUE,0.513238289205703,ITM2A,0.885976763037017,0.192807957153787,0.513238289205703
JUND,21.9233693800176,0.759276315631628,FALSE,0.864562118126273,JUND,0.282213656387665,0.0611495246326707,0.864562118126273
NOTCH4,21.8987668209812,3.42000065915156,TRUE,0.44908350305499,NOTCH4,0.959500215424386,0.369656328583403,0.44908350305499
YBX3,21.8546420060453,1.35874692612494,FALSE,0.677189409368635,YBX3,0.64397078063672,0.0924124513618677,0.677189409368635
CYYR1,21.7937383611551,3.68441320357281,TRUE,0.433808553971487,CYYR1,0.97745251035893,0.50414201183432,0.433808553971487
CD59,21.7677205466055,1.6450227427325,TRUE,0.623217922606925,CD59,0.689623308148068,0.0968048086048719,0.623217922606925
SPRY1,21.6313102053769,2.35515831450602,TRUE,0.516293279022403,SPRY1,0.870716679277916,0.174887892376682,0.516293279022403
EGR1,21.5386477008435,1.03881072880654,FALSE,0.776985743380855,EGR1,0.561164090759619,0.0870011402508552,0.776985743380855
CAVIN1,21.4942867113179,2.48580901772722,FALSE,0.488798370672098,CAVIN1,0.90301689243888,0.210803689064559,0.488798370672098
SELENOW,21.4078818721558,1.22089895822473,FALSE,0.689409368635438,SELENOW,0.588751909229762,0.0824001947419669,0.689409368635438
DNAJB1,21.2912412515644,1.04995557529314,FALSE,0.75152749490835,DNAJB1,0.550051994964698,0.082375265096551,0.75152749490835
EFNB2,21.2689889099956,3.00190091122165,TRUE,0.461303462321792,EFNB2,0.926492778616081,0.249312052834342,0.461303462321792
CALCRL,21.1351634517517,3.83243881944548,TRUE,0.413441955193483,CALCRL,0.989571574477235,0.676666666666667,0.413441955193483
TNFSF10,21.1036270526625,2.05883660226964,FALSE,0.532586558044807,TNFSF10,0.833657903278157,0.145358532518066,0.532586558044807
GADD45B,21.045578371218,1.28669592014242,FALSE,0.681262729124236,GADD45B,0.643893129770992,0.0929166666666667,0.681262729124236
HYAL2,20.9916366234008,3.35082699647429,TRUE,0.438900203665988,HYAL2,0.948648939605986,0.311191335740072,0.438900203665988
ENPP2,20.9332081358267,3.88514315068371,TRUE,0.411405295315682,ENPP2,0.986294006987369,0.613050075872534,0.411405295315682
PTMA,20.773514635734,0.342264088631369,FALSE,0.977596741344195,PTMA,0.0588952296526123,0.0534938147776663,0.977596741344195
RNASE1,20.6322667276934,0.98261896649302,FALSE,0.755600814663951,RNASE1,0.57081075162862,0.0864600326264274,0.755600814663951
CD34,20.616511368299,3.86645470206851,TRUE,0.402240325865581,CD34,0.991726657354679,0.719489981785064,0.402240325865581
LEPR,20.5932779222746,3.53950198143957,TRUE,0.413441955193483,LEPR,0.976992958125034,0.486810551558753,0.413441955193483
ADAMTS1,20.5690392226779,3.14084099220387,FALSE,0.431771894093686,ADAMTS1,0.955286521388216,0.337848605577689,0.431771894093686
RAMP2,20.3738622317452,3.79411574028165,TRUE,0.40122199592668,RAMP2,0.986731130808488,0.614664586583463,0.40122199592668
ARHGAP29,20.3525175875152,2.56810807957202,TRUE,0.469450101832994,ARHGAP29,0.895244770325642,0.191763727121464,0.469450101832994
LOC105378858,20.3525175875152,2.56810807957202,TRUE,0.469450101832994,LOC105378858,0.895244770325642,0.191763727121464,0.469450101832994
DNAJA1,20.306939612204,0.949595081496668,FALSE,0.758655804480652,DNAJA1,0.452365308804205,0.0693216711640458,0.758655804480652
CYP26B1,20.0615969073316,3.74495576110938,TRUE,0.40020366598778,CYP26B1,0.979050279329609,0.501915708812261,0.40020366598778
NUAK1,20.0567094120192,3.4585648578737,TRUE,0.410386965376782,NUAK1,0.966408685370311,0.392023346303502,0.410386965376782
TGM2,20.052084651315,3.13377760819341,TRUE,0.426680244399185,TGM2,0.945239376008607,0.291579679888657,0.426680244399185
PMP22,20.0122733046669,2.98129552496638,FALSE,0.421588594704684,PMP22,0.95778435063189,0.345287739783153,0.421588594704684
CDH5,19.8733081873583,4.05267562176212,TRUE,0.383910386965377,CDH5,0.996511378273937,0.852941176470588,0.383910386965377
SERTAD1,19.7515293472157,1.74279122906227,TRUE,0.55193482688391,SERTAD1,0.769643147235609,0.113010842368641,0.55193482688391
FOSB,19.6620655517126,1.00252682518416,FALSE,0.734215885947047,FOSB,0.568788276465442,0.0837690252120367,0.734215885947047
ESAM,19.5174676123864,3.86160271589803,TRUE,0.381873727087576,ESAM,0.990984222389181,0.69060773480663,0.381873727087576
TAMALIN,19.4905908647991,3.16907238329608,TRUE,0.403258655804481,TAMALIN,0.966689947885886,0.389763779527559,0.403258655804481
HLA.DPA1,19.4025808242387,1.11496862690172,FALSE,0.524439918533605,HLA.DPA1,0.851735698064237,0.158120970217992,0.524439918533605
TM4SF1,19.2524872600552,3.14204797172839,TRUE,0.404276985743381,TM4SF1,0.958037825059102,0.337011884550085,0.404276985743381
OSBPL1A,19.1152574244069,2.40607792149761,TRUE,0.463340122199593,OSBPL1A,0.870917322410262,0.159649122807018,0.463340122199593
PLAT,18.9751589489795,3.32453120195442,TRUE,0.392057026476578,PLAT,0.966333762886598,0.380434782608696,0.392057026476578
GNAI2,18.8326149803475,1.38122239107719,FALSE,0.595723014256619,GNAI2,0.691706469821971,0.0933758978451716,0.595723014256619
JAM2,18.8073072444122,3.82428776313571,TRUE,0.368635437881874,JAM2,0.990936879927066,0.681732580037665,0.368635437881874
S1PR1,18.7965396815734,3.89681741112987,TRUE,0.365580448065173,S1PR1,0.994798927613941,0.787280701754386,0.365580448065173
TMTC1,18.7448710021147,3.75183376309984,TRUE,0.369653767820774,TMTC1,0.988630269226644,0.631304347826087,0.369653767820774
PALM2AKAP2,18.7266058865737,2.97134956042127,TRUE,0.39816700610998,PALM2AKAP2,0.955365775056397,0.319967266775777,0.39816700610998
MYH9,18.7017658613154,1.51886682103987,TRUE,0.554989816700611,MYH9,0.755957538994801,0.107899425856266,0.554989816700611
NCOA7,18.6417039984079,1.71769287921807,FALSE,0.503054989816701,NCOA7,0.844288414798812,0.146283683742967,0.503054989816701
LEPROT,18.5531866834588,1.79641488922473,TRUE,0.514256619144603,LEPROT,0.795503674881107,0.117743063651201,0.514256619144603
SASH1,18.5260587252865,2.90814151326777,TRUE,0.406313645621181,SASH1,0.936915636754433,0.253655435473617,0.406313645621181
LIMS2,18.524543623372,3.71900754974681,TRUE,0.364562118126273,LIMS2,0.990295426518685,0.664192949907236,0.364562118126273
IER2,18.4412790008607,0.869645395688684,FALSE,0.744399185336049,IER2,0.534412955465587,0.0791039930743426,0.744399185336049
SAT1,18.31578385965,0.830375966322622,FALSE,0.787169042769857,SAT1,0.39389120421145,0.0653644512092001,0.787169042769857
NFIB,18.31145865929,1.12004438816,TRUE,0.64765784114053,NFIB,0.613182387198607,0.0821387059279349,0.64765784114053
ITM2B,18.2893015554854,0.430753693254535,FALSE,0.928716904276986,ITM2B,0.162181577056971,0.0567375886524823,0.928716904276986
MMRN2,18.2678140314128,3.47488711823977,TRUE,0.372708757637475,MMRN2,0.972429330043448,0.415909090909091,0.372708757637475
EMP1,18.2061975686212,2.35195206046136,TRUE,0.433808553971487,EMP1,0.901953398267234,0.189501779359431,0.433808553971487
GIMAP1,18.0125824950289,2.47849380405968,TRUE,0.39918533604888,GIMAP1,0.947628511575442,0.286759326993416,0.39918533604888
KCTD12,17.988061754551,2.37465380859014,FALSE,0.409368635437882,KCTD12,0.935830601386575,0.25187969924812,0.409368635437882
NOSTRIN,17.9653865337391,2.2448906466453,TRUE,0.439918533604888,NOSTRIN,0.88582655972439,0.169212690951821,0.439918533604888
TJP1,17.8493709184721,2.06606339528617,TRUE,0.463340122199593,TJP1,0.850059286407244,0.140562248995984,0.463340122199593
MRTFB,17.8288291811751,2.7139416070372,TRUE,0.403258655804481,MRTFB,0.925267286305271,0.221600447677672,0.403258655804481
SYNE1,17.7866013011213,1.87821177192879,TRUE,0.464358452138493,SYNE1,0.868430981512424,0.15740421125302,0.464358452138493
BTNL9,17.7677389288469,3.87529633559276,TRUE,0.35030549898167,BTNL9,0.988534690597375,0.616487455197133,0.35030549898167
ETS2,17.7098083888583,1.50085038418307,FALSE,0.520366598778004,ETS2,0.803654449129636,0.12334057446295,0.520366598778004
NDRG1,17.6642038851126,1.34950093827188,FALSE,0.582484725050917,NDRG1,0.679123501654282,0.0881627620221948,0.582484725050917
TMSB4X,17.6245812395191,0.301224451649723,FALSE,0.991853360488798,TMSB4X,0.0440255059606321,0.053472412846555,0.991853360488798
TMEM204,17.5747948885656,2.71871299617718,TRUE,0.395112016293279,TMEM204,0.931528918962462,0.23331328923632,0.395112016293279
