"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
HLA.DRA,50.363851102692,3.39936397298894,TRUE,0.971774193548387,HLA.DRA,0.819285120532003,0.228165680473373,0.971774193548387
CD74,47.8962016545249,2.89454849964487,TRUE,0.950604838709677,CD74,0.657810251300786,0.132350877192982,0.950604838709677
HLA.DPB1,47.0565138303557,3.65418223793935,TRUE,0.910282258064516,HLA.DPB1,0.88876615486579,0.30956462118615,0.910282258064516
HLA.DPA1,46.5065133823548,3.57048102796235,TRUE,0.903225806451613,HLA.DPA1,0.869651631424943,0.275099785078293,0.903225806451613
C1QB,46.5040352314568,3.94939567013873,TRUE,0.888104838709677,C1QB,0.956145189761695,0.525656324582339,0.888104838709677
FTL,46.1510970672959,1.00673886039847,TRUE,0.998991935483871,FTL,0.0528360528360528,0.0548817633050894,0.998991935483871
C1QA,45.3568166464339,4.01165480840473,TRUE,0.86491935483871,C1QA,0.9676601840119,0.593771626297578,0.86491935483871
GPX1,44.9270243189109,2.42112105579053,TRUE,0.91633064516129,GPX1,0.559889502762431,0.102422535211268,0.91633064516129
TYROBP,44.4706536194462,3.750829371972,TRUE,0.855846774193548,TYROBP,0.956883259911894,0.520220588235294,0.855846774193548
HLA.DRB1,41.2894302854551,3.60740423058659,TRUE,0.806451612903226,HLA.DRB1,0.925751002251634,0.371747211895911,0.806451612903226
C1QC,40.8298117179021,4.04154252532098,TRUE,0.779233870967742,C1QC,0.98278131169116,0.711131554737811,0.779233870967742
AIF1,39.3646735724337,4.00978100251775,TRUE,0.753024193548387,AIF1,0.985927061658088,0.74402390438247,0.753024193548387
MS4A6A,39.0312856746439,4.05988092660174,TRUE,0.744959677419355,MS4A6A,0.987465790914067,0.763429752066116,0.744959677419355
LAPTM5,37.9043628491048,3.26851395325155,TRUE,0.756048387096774,LAPTM5,0.93400514814612,0.383631713554987,0.756048387096774
RGS1,37.9033063160588,2.93241132713207,TRUE,0.783266129032258,RGS1,0.897049144361562,0.29276563677468,0.783266129032258
FCER1G,37.8620323118764,3.86049493861444,TRUE,0.729838709677419,FCER1G,0.978616352201258,0.64932735426009,0.729838709677419
HLA.DQB1,37.0519895233623,3.91004432413149,TRUE,0.713709677419355,HLA.DQB1,0.975083328779848,0.608247422680412,0.713709677419355
CD163,36.9222904412509,3.9357620544114,TRUE,0.709677419354839,CD163,0.983993444414095,0.706118355065196,0.709677419354839
SAT1,35.4032363190601,1.49010564751495,TRUE,0.892137096774194,SAT1,0.39632531450011,0.0748351090816844,0.892137096774194
NPC2,35.2098112973551,1.90830310868271,TRUE,0.826612903225806,NPC2,0.564352080928034,0.0937785910338518,0.826612903225806
MS4A7,35.136246506764,4.05865880188195,TRUE,0.671370967741936,MS4A7,0.991331843209944,0.807272727272727,0.671370967741936
HCLS1,34.7567271430434,3.30751507245809,TRUE,0.695564516129032,HCLS1,0.947977509689393,0.419963481436397,0.695564516129032
IL18,34.7196343124347,3.93793259248437,TRUE,0.669354838709677,IL18,0.979503952030526,0.638461538461538,0.669354838709677
CYBA,34.7001092951791,1.94413432174716,TRUE,0.8125,CYBA,0.581003131351975,0.0955769002727381,0.8125
SRGN,34.6616573467727,2.11773197598484,FALSE,0.810483870967742,SRGN,0.773688547102444,0.163281884646629,0.810483870967742
CTSS,34.4352360700126,3.20648300105366,TRUE,0.701612903225807,CTSS,0.899961775787692,0.275316455696203,0.701612903225807
KCTD12,34.4062894551567,3.31403257940998,TRUE,0.688508064516129,KCTD12,0.950180072028811,0.427944862155388,0.688508064516129
TMSB10,34.3979755287604,1.31621308551059,TRUE,0.908266129032258,TMSB10,0.373260437375746,0.0735510204081633,0.908266129032258
ALOX5AP,34.3384517072151,3.40307880767064,TRUE,0.684475806451613,ALOX5AP,0.952264048008729,0.436936936936937,0.684475806451613
RNASE6,34.2411983911652,3.89946097517337,TRUE,0.660282258064516,RNASE6,0.982783044567942,0.674562306900103,0.660282258064516
HLA.DRB5,34.1305976262184,3.56955801667455,TRUE,0.673387096774194,HLA.DRB5,0.958889918761245,0.469760900140647,0.673387096774194
LYZ,33.7708938058748,3.81438036519754,TRUE,0.65625,LYZ,0.975160692885935,0.588075880758808,0.65625
RGS10,33.6739909304908,2.94932115718613,TRUE,0.703629032258065,RGS10,0.890994484189831,0.25909428359317,0.703629032258065
HLA.DMA,33.2537648195844,3.13921820406841,TRUE,0.682459677419355,HLA.DMA,0.899301767401266,0.268331351565597,0.682459677419355
HLA.DQA1.1,32.7876673977748,3.68130808926097,TRUE,0.641129032258065,HLA.DQA1.1,0.971153322810646,0.545454545454545,0.641129032258065
HLA.DQA2,32.7876673977748,3.68130808926097,TRUE,0.641129032258065,HLA.DQA2,0.971153322810646,0.545454545454545,0.641129032258065
GPR34,32.7046721305184,3.96724518888259,TRUE,0.628024193548387,GPR34,0.989992385510715,0.771995043370508,0.628024193548387
LST1,32.5873391500706,4.04218979942607,TRUE,0.622983870967742,LST1,0.993692567016475,0.841961852861035,0.622983870967742
VSIG4,32.247197961542,4.08121964869013,TRUE,0.615927419354839,VSIG4,0.992825307098598,0.822341857335128,0.615927419354839
CTSB,32.0681949976754,2.23920880348979,TRUE,0.748991935483871,CTSB,0.692105551297493,0.11669546097063,0.748991935483871
CST3,32.023067587187,1.03103053332955,FALSE,0.904233870967742,CST3,0.279814487632509,0.0643425866150204,0.904233870967742
APOE,31.8827972904289,3.69223679361888,TRUE,0.636088709677419,APOE,0.93579279573403,0.348426283821093,0.636088709677419
RNASET2,31.7249457309866,2.12708257207856,TRUE,0.747983870967742,RNASET2,0.691082279520447,0.116209866875489,0.747983870967742
FCGRT,31.2217946263109,2.48569787336481,TRUE,0.695564516129032,FCGRT,0.805666248157651,0.162352941176471,0.695564516129032
FGL2,31.0439508648516,3.62154851948804,TRUE,0.610887096774194,FGL2,0.967450959082758,0.502904564315353,0.610887096774194
ITGB2,31.0402077296334,3.77424720010702,TRUE,0.601814516129032,ITGB2,0.985878774712144,0.696616102683781,0.601814516129032
CTSC,30.8368104065854,2.76391516819092,TRUE,0.659274193548387,CTSC,0.90280577499319,0.26825266611977,0.659274193548387
HLA.DQA1,30.6189979615882,3.83855767397771,TRUE,0.59375,HLA.DQA1,0.981813246471227,0.637445887445888,0.59375
TMSB4X,30.4038738191385,0.497399893900001,TRUE,0.994959677419355,TMSB4X,0.0440572633448008,0.0541861103486138,0.994959677419355
MAFB,30.1021621237238,3.22227891129661,TRUE,0.623991935483871,MAFB,0.911201740076128,0.274866785079929,0.623991935483871
C1orf162,30.0219892272741,3.87312626237234,TRUE,0.579637096774194,C1orf162,0.988391016599761,0.728770595690748,0.579637096774194
CSF1R,29.9904426157307,4.0163223115296,TRUE,0.574596774193548,CSF1R,0.993003958999946,0.815450643776824,0.574596774193548
FCGR2A,29.8829129916159,3.99534790204704,TRUE,0.573588709677419,FCGR2A,0.991648590021692,0.786998616874136,0.573588709677419
CYBB,29.8492952508948,4.00283652723164,TRUE,0.571572580645161,CYBB,0.994252250298232,0.842496285289747,0.571572580645161
CD14,29.3212026642659,3.92692663361707,TRUE,0.569556451612903,CD14,0.978963348514422,0.59286463798531,0.569556451612903
IGSF6,29.0105476479484,4.08619963909047,TRUE,0.554435483870968,IGSF6,0.994853459017282,0.852713178294574,0.554435483870968
HLA.DMB,28.5821003788284,3.79810877141111,TRUE,0.556451612903226,HLA.DMB,0.980766105000813,0.608599779492834,0.556451612903226
VSIR,28.1923386933331,2.76895265665011,TRUE,0.609879032258065,VSIR,0.88861117148446,0.227871939736347,0.609879032258065
CXCR4,27.9587562902434,1.49691241430539,FALSE,0.733870967741936,CXCR4,0.816147913133855,0.178038640254341,0.733870967741936
SIGLEC10,27.7171220812199,4.10239237227155,TRUE,0.529233870967742,SIGLEC10,0.996104739233932,0.879396984924623,0.529233870967742
ARHGDIB,27.6694541748223,1.87881634122016,FALSE,0.683467741935484,ARHGDIB,0.822486498281599,0.172431332655137,0.683467741935484
FYB1,27.5791912705179,2.47979409444772,FALSE,0.599798387096774,FYB1,0.930922124470512,0.31869309051955,0.599798387096774
PLXDC2,27.5779367319005,2.7280035116913,TRUE,0.600806451612903,PLXDC2,0.879215771465812,0.211347517730496,0.600806451612903
OGFRL1,27.4529618100327,2.97265607930343,TRUE,0.579637096774194,OGFRL1,0.918682868612347,0.277242044358727,0.579637096774194
SPI1,27.3861618124524,4.05361064510882,TRUE,0.524193548387097,SPI1,0.99459137865758,0.838709677419355,0.524193548387097
MARCKS,27.3400867456296,1.92076149690638,FALSE,0.682459677419355,MARCKS,0.794130482216889,0.15210065153898,0.682459677419355
TBXAS1,27.223618463559,3.9938177642488,TRUE,0.523185483870968,TBXAS1,0.991887506760411,0.775784753363229,0.523185483870968
EVI2B,27.0381728912523,2.8835194595002,TRUE,0.561491935483871,EVI2B,0.956644266204206,0.410464259395726,0.561491935483871
C3AR1,26.7864446891961,3.88173444902461,TRUE,0.517137096774194,C3AR1,0.991079152249135,0.756637168141593,0.517137096774194
RPS11,26.7603146640951,0.485794709533189,FALSE,0.95866935483871,RPS11,0.082899545907631,0.0543056190041115,0.95866935483871
IFNGR1,26.6540068157812,2.23054694386206,TRUE,0.638104838709677,IFNGR1,0.801262516325642,0.147724620770128,0.638104838709677
SMAP2,26.5392972454533,2.44050644768889,TRUE,0.600806451612903,SMAP2,0.880410579481888,0.21300929235168,0.600806451612903
CD53,26.4795183639297,2.37049847828324,FALSE,0.582661290322581,CD53,0.931962454560252,0.315502183406114,0.582661290322581
COTL1,26.3844488882479,2.94213179803866,TRUE,0.550403225806452,COTL1,0.945241835021394,0.350674373795761,0.550403225806452
YWHAH,26.1000723305579,2.40373820537797,TRUE,0.604838709677419,YWHAH,0.845781954478788,0.174469322477464,0.604838709677419
FCGR3A,26.08019391973,3.93370480478225,TRUE,0.503024193548387,FCGR3A,0.991356023770935,0.757207890743551,0.503024193548387
APOC1,25.7673453499737,3.88219348274463,TRUE,0.505040322580645,APOC1,0.976874864923276,0.539289558665231,0.505040322580645
CD37,25.4821655715943,2.37317603951736,FALSE,0.559475806451613,CD37,0.935136013872331,0.316780821917808,0.559475806451613
LAIR1,25.2683794084602,3.67969709814072,TRUE,0.491935483870968,LAIR1,0.989255439771071,0.710334788937409,0.491935483870968
CTSZ,25.1825327052,2.1648030182735,TRUE,0.620967741935484,CTSZ,0.784646332844017,0.134585973344986,0.620967741935484
ZEB2,25.0799164260151,2.94351649300448,TRUE,0.517137096774194,ZEB2,0.961018598615917,0.415721231766613,0.517137096774194
IL13RA1,24.8915959178764,3.17260917999646,TRUE,0.514112903225807,IL13RA1,0.94534839721066,0.335305719921105,0.514112903225807
