,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
BIOCARTA_41BB_PATHWAY20,-0.8128376458508171,-0.8740991157887711,-0.1683699658144388,1.2842772275640713,1.2931882771015737,-0.8472267221276379,0.2822415724698153,1.4578896069736296,-0.4042467941566887,0.4424982439089654,0.4818800965189891,-0.2691957288023135,1.0405378822260856,-0.143375307555176,-0.955711311184004
BIOCARTA_ACE2_PATHWAY21,-0.2027303413255129,-0.2022300282520257,-0.0648752340032296,0.0086361635386644,-0.2119462911395425,-0.2144676771464014,-0.2041993882487079,1.3977746018237247,-0.0755612490325767,-0.1234886917030897,1.6650468457062373,-0.116114520403724,1.9886232822171048,-0.1288408910392401,-0.2009917458009039
BIOCARTA_ACETAMINOPHEN_PATHWAY22,0.2224446183824625,0.4868188631237396,0.3750398161627088,-0.3267429796095166,-0.71605113501585,0.3552337977504075,-0.3193638578883931,-0.4535817668393622,-0.6379396415099076,-0.6221243172697497,-0.1649061946164843,0.0445174203121445,-0.4708761876370601,0.0033688814612668,-0.7719450356028764
BIOCARTA_ACH_PATHWAY23,-0.4199234767594783,-0.453893818258312,-0.1202994500525875,0.3461862548715757,1.2240622686455924,-0.3970063291198255,0.7178836556796101,0.0660088868363776,-0.215265111344116,-0.0972998599752572,0.1288445006937216,-0.1393070606631019,0.3373812004181968,0.0685567241853251,-0.3307801418083029
BIOCARTA_AGR_PATHWAY26,-0.9625448810161392,-0.9629361183203612,-0.0703898761943603,1.761477834945315,0.5538332219011526,-0.8512036441838935,0.1901291884417169,1.7074190717156137,-0.0101841854649863,0.6598384713877105,1.0696883396736314,-0.122829437835932,1.6498479184003725,-0.418288154005965,-0.9519150694060546
BIOCARTA_AHSP_PATHWAY27,-0.2129802881307732,-0.2132262724420084,-0.1961067533154147,-0.2067027214529951,-0.1782374845203624,-0.203498611235864,-0.1817100754231631,-0.199450839548673,-0.2055947076106215,-0.2159227671877612,-0.1891534903570498,10.760044390418956,-0.2079824644546474,-0.1932687411088464,-0.2244486955815925
BIOCARTA_AKT_PATHWAY31,-0.5576017210757208,-0.6619421481053653,-0.391309858682061,-0.1634244785975033,3.1727986609559573,-0.5874822431604089,0.5778747934503237,0.182447574040221,-0.147369948230148,-0.3468548927078329,-0.4489448234282346,-0.404890744152859,-0.0866641002694287,0.6420410833349832,-0.5611304434806181
BIOCARTA_ALK_PATHWAY32,-0.4627279322960428,-0.4617491567999433,-0.0974439633340569,0.0853126555279382,-0.1213993650153593,-0.366560093498809,0.5469729345639821,3.156431278273632,0.0680406325147236,-0.0796312896886888,0.5358263436828403,-0.1099451176796409,0.6417176472524841,-0.3433183085768755,-0.4728458110235494
BIOCARTA_ALTERNATIVE_PATHWAY33,-0.2033268194189073,-0.2020992591496261,-0.0636337497816134,-0.0049877993242916,-0.2098923065760543,-0.1690253747783732,0.6665205666619569,0.1233921329542604,-0.1743514846029464,0.8983858509897003,0.0716340985788231,-0.1113772901921181,4.198021887800561,-0.1904610300041335,-0.2236337460896895
BIOCARTA_AMI_PATHWAY35,-0.2961083456374822,-0.2974398099276045,-0.1080392794935795,-0.1056983303927293,-0.189836950684162,-0.28786336595078,-0.2169534106286958,2.604349985653952,-0.2048650758554588,-0.0774305438920517,1.3132131105234996,-0.118523517731764,2.3536791700217887,-0.1856311678791786,-0.3201507499941
BIOCARTA_ARAP_PATHWAY36,-0.3157062318576353,-0.2944187444474958,-0.155879192880977,-0.0249507142626047,1.035000020203564,-0.229619924658978,0.4189261985225193,0.4702600732518768,0.051508741711898,0.1636819509305159,-0.1049822802038461,-0.047245573444722,-0.0242129961342238,-0.0833414687673663,-0.3020820615395104
BIOCARTA_ARENRF2_PATHWAY37,-1.1614637523250269,-1.2213442655930156,-0.0293833511693847,2.10099100854036,0.5883199476220738,-1.0678740016457335,0.490581366510344,2.322910883260989,-0.5080668847769146,0.6944026717776727,1.3063133034779568,-0.1174893477213016,2.3833665650835347,-0.5367475062102285,-1.139310842790785
BIOCARTA_ASBCELL_PATHWAY39,-0.1572394342830669,-0.1515794899913889,-0.1027377873050296,-0.1084247867274182,0.6548032429795991,-0.1574071346316758,0.897173137817037,-0.1428464527157972,-0.1469695111565183,-0.1632614079461552,-0.0844629500365601,-0.1223902396509403,-0.1075374869805624,0.2210568171604438,-0.1778937651315534
BIOCARTA_AT1R_PATHWAY40,-0.9742702826176312,-0.8969183157707873,-0.1052404014886878,1.2018283995008536,0.9683444208521964,-0.8373912874199837,0.481901796286137,1.706849324187189,0.0733626566845652,0.8515561687009439,0.8917699709830219,-0.1972123317084275,1.6527896384195817,-0.2693534654884749,-0.6036571614559493
BIOCARTA_ATM_PATHWAY41,-0.8527710383181571,-0.9264114470269236,-0.1497437596400215,1.8146628414711208,0.6562613226762153,-0.8852434860403271,0.2534897878743918,1.8621836167493984,-0.5184153407550938,0.4180480458055495,0.6586772438894295,-0.2469209627317067,0.9924323998062464,-0.3497660357606851,-1.0186847552628524
BIOCARTA_BAD_PATHWAY43,-0.437444825824809,-0.5205992241995323,-0.1785382790803506,0.1199777572215046,1.4634553971786712,-0.4150057541575106,1.1312842917947512,0.0820948017900805,-0.2042092600905051,0.0200334907916845,0.1458978349560691,-0.1872513476370413,0.3892181840365836,0.0457172517281029,-0.1903184969155752
BIOCARTA_BBCELL_PATHWAY48,-0.1237267885986098,-0.1093415603962777,-0.075273662066163,-0.0464072502007429,0.605620967216922,-0.1307276492794949,0.3663988223289483,-0.1015504030301237,-0.1300729530696568,-0.1215703197093858,-0.0381312432332739,-0.0891205132654207,-0.0524126054736337,0.2520167585976339,-0.1445481221723832
BIOCARTA_BCELLSURVIVAL_PATHWAY49,-1.07890650680748,-1.1049359857882193,0.0183706496161811,2.1009450207537936,0.60467016862355,-0.9554080390120976,0.2610217549207853,1.9072624920264127,-0.6670437541088239,0.2516509988491469,1.277511891422918,-0.0514902878690868,1.9960748630323653,-0.3629698884214996,-1.171990498351052
BIOCARTA_BCR_PATHWAY50,-1.2601701675189996,-1.225655208028599,-0.0468708843952102,1.8806601063918955,0.6778162914207762,-1.1067717875879646,0.8116239950815921,2.505241967652926,-0.2611253272234502,0.8102439349702811,1.448343860659582,-0.1601404987361763,2.524495123527839,-0.5246290154933223,-0.9186321220395308
BIOCARTA_BLYMPHOCYTE_PATHWAY52,-0.379599876607421,-0.3954356211670731,-0.2939057634986823,-0.3544323403550981,2.033618418333473,-0.3696470995860325,1.8016282921901003,-0.2710172067750124,-0.3932587409692635,-0.4091683600825264,-0.3426674189175454,-0.260652988604269,-0.3710396042673881,0.2924718587912417,-0.3957892160624067
BIOCARTA_BTG2_PATHWAY54,-0.657008919804119,-0.7040855847222106,-0.3745049507275096,0.2124684095008669,3.317311265192658,-0.7082264591829547,-0.1370418840762761,0.3196946704305333,-0.5807907007740958,-0.1625500870036898,-0.0145649502184761,-0.2591550360243081,0.2002975141600157,0.4362254071626035,-0.5965682044025569
BIOCARTA_CARDIACEGF_PATHWAY57,-1.1404343431667583,-1.1674663746183114,-0.0361013490418979,1.9862050531340596,0.486736486693563,-1.0410023678111366,0.3435744976715346,2.4822324719392714,-0.5044039175142471,0.6193424514923154,1.7021085667151734,-0.1368469685228747,2.6075483302069093,-0.5487645757670893,-1.1763159283630251
BIOCARTA_CASPASE_PATHWAY60,-0.4267767499807636,-0.4456262846509649,-0.332902858736089,-0.3163125414259685,2.7383922195979995,-0.4017290723245187,0.6049570700738558,-0.0800168609222871,-0.3885196767669964,-0.163089414663937,-0.4162270252198381,-0.3716004346266655,-0.3989294468798981,0.3770692117368691,-0.3483906770747916
BIOCARTA_CBL_PATHWAY62,-0.262216744859887,-0.2919362760269146,-0.1671731387160381,-0.3515591661004377,0.8636177558174859,-0.2403200087163296,2.1725543159396943,-0.1015726801407477,-0.3129528101516073,-0.2646568097068945,-0.0370123083809087,-0.2223870270956047,0.3571678604840275,0.0432324807568428,-0.1569996747930095
