,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS3,0.5974905087862233,0.3876420085891459,0.0205697006377253,-0.3907349988793966,-0.6514373112669148,0.1343992705042323,-0.4245485556918276,-0.5522554140890027,-0.0507818415036784,-0.1307152926734006,-0.4181243368636553,-0.2059079859770151,-0.4619107678531737,0.1237703406216542,-0.0532946299776304
GOBP_2FE_2S_CLUSTER_ASSEMBLY2,0.0370346274282459,0.0203050182221404,0.0126613401679704,0.0321583457348902,-0.0698048103719565,0.1228917734994913,-0.0984867787371701,-0.1273132978300344,-0.0759072140563761,-0.050332146702054,-0.0580264659337025,0.0451854402223036,-0.0824477226194445,-0.1356956893233177,-0.1454691175292687
GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION5,-1.076953797116235,-1.1258239899353235,0.0855169761383061,2.842179001524271,0.1902189586394274,-1.1639726035576168,0.3662179839175146,1.2697826308515363,-0.4972681079535637,1.0752053436141606,0.4534051940530706,-0.0155282491062576,1.0764280237799926,-0.3116703635033554,-1.4441879931502204
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION6,-0.7396047209573632,-0.7552589519175457,0.0934139150631073,2.061141438612428,-0.3536619564976501,-0.8145057341818003,-0.0932376237444513,1.6910405483688082,-0.6997986842559542,0.3570873742611848,1.1573027405735123,0.0922700978422604,1.17331472056749,-0.3673377156947857,-1.0894785006369136
GOBP_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS9,1.046045722642544,0.7851254518248032,0.6814739802264403,-0.9297634291620976,-1.563879810944771,0.7271475035795484,-1.0526848109928892,-0.9525958033349324,-1.5216887371072227,-1.3511909324689595,-0.4113645248108974,0.361622207853547,-1.0201018822893286,0.4428996117097202,-1.7125501084214505
GOBP_7_METHYLGUANOSINE_CAP_HYPERMETHYLATION10,0.3952582953007675,0.2022190946645874,-0.1388597660293077,-0.0228515495567623,-0.1385069475757721,-0.0997729064957112,-0.3579186877041393,-0.2697604987574275,-0.5508488683781021,-0.1294692578938631,-0.2031647957052667,-0.3270385718177558,0.0301567852414991,0.0719417417551249,0.0076898026254459
GOBP_ACETATE_ESTER_TRANSPORT14,-0.1513490064183118,-0.060893412033174,-0.0837964027574866,-0.119413552511497,-0.2250521142785871,-0.1204398229587158,-0.1955118241174772,-0.1040862587435539,2.787125821243819,1.6028925575845077,-0.1376816901912245,0.0195733770356125,-0.1569932874395636,-0.1579827559692992,-0.0342670263062741
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE17,0.6092363001005915,0.5602478632470574,0.6395213653961731,0.0328580097160713,-1.428499188647174,0.3415189930818754,-0.9495361283069034,-0.70551372547133,-1.473534644650961,-1.0721618293116653,-0.3065772891902417,0.2736274872266564,-0.8250015894844392,0.1983426164443409,-1.687283902996374
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS16,0.6769960488422511,0.5971760018067466,0.6240481727921412,0.0019828098663842,-1.4754473612696848,0.3661735359982415,-0.982979582615084,-0.7466383781436143,-1.6955831447130096,-1.0923377331938249,-0.2879468355738638,0.2449507302184843,-0.7780537008825421,0.1993832492405152,-1.6487480906685823
GOBP_ACETYL_COA_METABOLIC_PROCESS18,0.7347513099843112,0.6474129550859086,0.6208696382706794,0.0099110803743482,-1.4718856374620348,0.4003696726493977,-0.9856862778749308,-0.7302965454026238,-2.170671360246545,-1.3678960442087094,-0.3310945435229711,0.2026235633964888,-0.8030457212558274,0.2329732721883961,-1.8787986376935768
GOBP_ACROSOME_REACTION24,-0.3232722300456299,-0.3457421487394912,-0.1515948123225261,-0.0444767771921363,-0.0925735959717704,-0.202512270478043,0.2432771628436082,0.1125732973440028,3.2825237302886903,1.588913792413464,0.5150727646472665,-0.1230920546113236,0.154636555108905,-0.2124796838208948,1.1284151137715803
GOBP_ACTIN_CROSSLINK_FORMATION25,-0.6277145206702408,-0.6358834243842055,-0.260794997554201,0.5254664684884727,0.0852791320424498,-0.5614770612180153,3.0600805616551763,0.1526451098658829,0.6265016738414103,0.9143786873901364,0.9896323997139116,-0.1446950355148253,0.292949750385152,-0.3253243527271385,0.1477835501851118
