"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
TFF3,39.680949140538,2.11892922258884,TRUE,1,TFF3,0.292350308970808,0.154961832061069,1
MUC2,36.3618040567784,2.70443364249136,TRUE,0.944170771756979,MUC2,0.851914533530781,0.450980392156863,0.944170771756979
ITLN1,33.8483859480133,2.8919433966872,TRUE,0.870279146141215,ITLN1,0.925607711651299,0.598870056497175,0.870279146141215
WFDC2,33.5617433619495,2.30095769861122,TRUE,0.914614121510673,WFDC2,0.659641728134879,0.256445672191529,0.914614121510673
ZG16,33.0620481656585,2.17941523812274,TRUE,0.950738916256158,ZG16,0.410332415837391,0.172116527942925,0.950738916256158
AGR2,32.9802283167187,1.4411522456405,TRUE,0.963875205254516,AGR2,0.269777306468717,0.145657568238213,0.963875205254516
SPINK4,32.9727541647821,2.80290597385529,TRUE,0.857142857142857,SPINK4,0.901673640167364,0.526209677419355,0.857142857142857
FCGBP,30.8916689591075,2.21529944601485,TRUE,0.909688013136289,FCGBP,0.653748946925021,0.252047315741583,0.909688013136289
KLK1,30.3659429936094,2.40340550790784,TRUE,0.839080459770115,KLK1,0.770402838655813,0.317194289261328,0.839080459770115
LRRC26,28.6127263963077,2.73835296836303,TRUE,0.753694581280788,LRRC26,0.92360107371464,0.553679131483715,0.753694581280788
SERPINA1,27.3394915939718,2.70348032307567,TRUE,0.720853858784893,SERPINA1,0.937075879086983,0.589261744966443,0.720853858784893
ST6GALNAC1,27.1359858202217,2.2264545850776,TRUE,0.776683087027915,ST6GALNAC1,0.765582936425761,0.294704049844237,0.776683087027915
SPINK1,26.2114098359293,1.64686036442471,TRUE,0.83743842364532,SPINK1,0.618322203672788,0.218041898247114,0.83743842364532
REP15,25.7374366554234,2.92366572834771,TRUE,0.661740558292282,REP15,0.973259848948765,0.754681647940075,0.661740558292282
CLCA1,25.6786575601643,2.92007491019302,TRUE,0.666666666666667,CLCA1,0.955065359477124,0.648562300319489,0.666666666666667
NPDC1,23.8382100712048,1.9168895684376,TRUE,0.745484400656815,NPDC1,0.747318481848185,0.270399047051817,0.745484400656815
RETNLB,23.7063345344808,2.84683250053949,TRUE,0.622331691297209,RETNLB,0.9626244160065,0.673179396092362,0.622331691297209
TPSG1,23.5783662474017,2.89776321746707,TRUE,0.607553366174056,TPSG1,0.980535279805353,0.793991416309013,0.607553366174056
SELENOK,23.3497605067036,1.14888343829142,TRUE,0.863711001642036,SELENOK,0.376046901172529,0.150028522532801,0.863711001642036
HPCAL1,23.1727799690155,2.16532519377615,TRUE,0.681444991789819,HPCAL1,0.832003273992224,0.335760517799353,0.681444991789819
TPM1,22.9756371149934,1.1428814367849,TRUE,0.865353037766831,TPM1,0.43413612565445,0.163208423660576,0.865353037766831
SPDEF,22.4607279006125,2.21390266939271,TRUE,0.645320197044335,SPDEF,0.887349765736403,0.415433403805497,0.645320197044335
REG4,22.4456890283721,2.73304879237802,TRUE,0.602627257799672,REG4,0.939007092198582,0.54940119760479,0.602627257799672
GSN,21.9596405520649,1.67457958563355,FALSE,0.776683087027915,GSN,0.665976392627873,0.226749760306807,0.776683087027915
HEPACAM2,21.6289206758237,2.59423530995647,TRUE,0.57799671592775,HEPACAM2,0.963030303030303,0.657943925233645,0.57799671592775
