"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
SRGN,32.340884997538,3.60773090825229,TRUE,0.954976303317536,SRGN,0.987956725862421,0.872294372294372,0.954976303317536
B2M,31.5208801848661,1.05006847386049,TRUE,1,B2M,0.0795081967213115,0.0858770858770859,1
CREM,29.7028257778181,3.46703871413127,TRUE,0.890995260663507,CREM,0.886926512383272,0.403001071811361,0.890995260663507
TMSB4X,29.5806871084903,0.736765127449107,TRUE,0.997630331753555,TMSB4X,0.0333947961483303,0.0819225530258805,0.997630331753555
RGS1,29.0900629436882,3.58372744456333,TRUE,0.862559241706161,RGS1,0.990279465370595,0.883495145631068,0.862559241706161
CD52,29.076509027056,3.61839133703905,TRUE,0.860189573459716,CD52,0.991698724438145,0.898514851485149,0.860189573459716
CCL5,28.6086638310098,3.60581745795256,TRUE,0.848341232227488,CCL5,0.982807443365696,0.808126410835214,0.848341232227488
PTPRC,27.7261553580467,3.63247207627441,TRUE,0.819905213270142,PTPRC,0.997578692493947,0.966480446927374,0.819905213270142
ARHGDIB,27.5990955151922,3.54852264452243,TRUE,0.822274881516588,ARHGDIB,0.971342078708375,0.70961145194274,0.822274881516588
EEF1A1,27.2618507580889,0.765613412848369,TRUE,0.992890995260663,EEF1A1,0.0733155846815482,0.0847491909385113,0.992890995260663
VIM,26.9209960714834,3.54350553415297,TRUE,0.803317535545024,VIM,0.977030022164014,0.748344370860927,0.803317535545024
BTG1,26.9026458361334,1.44958365149046,TRUE,0.9739336492891,BTG1,0.254549171948477,0.101306384027607,0.9739336492891
EIF1,26.8899630565262,0.758201399737579,TRUE,0.992890995260663,EIF1,0.113659635469998,0.0882662734358542,0.992890995260663
CD7,26.8123811072383,3.59996948024609,TRUE,0.796208530805687,CD7,0.985702778896496,0.825552825552826,0.796208530805687
SARAF,26.7867864580845,2.3260601788104,TRUE,0.881516587677725,SARAF,0.56632860040568,0.148207171314741,0.881516587677725
HCST,26.2016602101256,3.60311435926663,TRUE,0.777251184834123,HCST,0.991556091676719,0.886486486486487,0.777251184834123
TSC22D3,25.9056671698303,3.23387690035892,TRUE,0.800947867298578,TSC22D3,0.868049959709911,0.340382678751259,0.800947867298578
PABPC1,25.7743007419236,1.3355338176242,TRUE,0.964454976303318,PABPC1,0.319305413687436,0.108852634394223,0.964454976303318
CXCR4,25.139436721954,3.60820076331335,TRUE,0.746445497630332,CXCR4,0.993382795267696,0.905172413793103,0.746445497630332
SAMSN1,24.905937720485,3.59629269383491,TRUE,0.739336492890995,SAMSN1,0.995591182364729,0.934131736526946,0.739336492890995
LAPTM5,24.8863355888269,3.57994349407913,TRUE,0.739336492890995,LAPTM5,0.99438877755511,0.917647058823529,0.739336492890995
HLA.E,24.7828240323608,1.72066493057551,TRUE,0.895734597156398,HLA.E,0.423436230706743,0.117500777121542,0.895734597156398
CD3E,24.5570976308843,3.63193332006896,TRUE,0.727488151658768,CD3E,0.997797797797798,0.965408805031447,0.727488151658768
HLA.B,23.9454517657512,1.1190774208959,TRUE,0.971563981042654,HLA.B,0.227105478331971,0.0978286805058459,0.971563981042654
RPL10,23.6849649587186,0.521529212984846,TRUE,0.992890995260663,RPL10,0.0450542699160352,0.0824478551751279,0.992890995260663
YPEL5,23.4540554646228,2.74134601394563,TRUE,0.774881516587678,YPEL5,0.737889447236181,0.200490496627836,0.774881516587678
CD37,23.2506716145669,3.52957072266494,TRUE,0.694312796208531,CD37,0.991415452186065,0.87202380952381,0.694312796208531
CD3D,23.2290425427276,3.61997231015466,TRUE,0.68957345971564,CD3D,0.996008780682499,0.935691318327974,0.68957345971564
CORO1A,22.9227537224655,3.51089115575167,TRUE,0.687203791469194,CORO1A,0.983240223463687,0.775401069518717,0.687203791469194
NR4A2,22.9105563150032,2.80502858241212,TRUE,0.748815165876777,NR4A2,0.811472121941436,0.251592356687898,0.748815165876777
SYTL3,22.8893781751019,3.58308781694979,TRUE,0.684834123222749,SYTL3,0.98065030919609,0.748704663212435,0.684834123222749
ZNF331,22.6097564870603,3.55186793221615,TRUE,0.677725118483412,ZNF331,0.979465709728868,0.735218508997429,0.677725118483412
NKG7,22.5579361700735,3.60161354702375,TRUE,0.670616113744076,NKG7,0.994819685196254,0.915857605177994,0.670616113744076
HLA.C,22.4790616630727,1.21426762325719,TRUE,0.938388625592417,HLA.C,0.301467590705259,0.103583573110123,0.938388625592417
PNRC1,22.1886815308584,2.01141606330105,TRUE,0.803317535545024,PNRC1,0.556719725972194,0.133517132729421,0.803317535545024
GZMA,21.8155045072265,3.613239099661,TRUE,0.649289099526066,GZMA,0.994033412887828,0.901315789473684,0.649289099526066
CD69,21.7787919506959,3.62327857536287,TRUE,0.646919431279621,CD69,0.997414993040366,0.954545454545455,0.646919431279621
KLRB1,21.6859469730746,3.59111935524306,TRUE,0.646919431279621,KLRB1,0.991051898985882,0.858490566037736,0.646919431279621
HOPX,21.6569594232645,3.60380889503533,TRUE,0.644549763033175,HOPX,0.994632206759443,0.909698996655518,0.644549763033175
TPT1,21.6195147641151,0.448818160425191,TRUE,0.983412322274881,TPT1,0.0577041129527317,0.0826693227091633,0.983412322274881
RPS27A,21.4185153797555,0.576206302823242,FALSE,0.985781990521327,RPS27A,0.0888252148997135,0.085456039441249,0.985781990521327
CST7,21.035596064923,3.60504636991423,TRUE,0.625592417061611,CST7,0.996625645097261,0.939501779359431,0.625592417061611
TRBC2,21.0238772215686,3.61555366579431,TRUE,0.625592417061611,TRBC2,0.995633187772926,0.923076923076923,0.625592417061611
GPR65,20.9599346519411,3.60242800851801,TRUE,0.623222748815166,GPR65,0.997817027187934,0.95985401459854,0.623222748815166
H3.3B,20.9346644887104,0.769318156109703,TRUE,0.969194312796209,H3.3B,0.162885755160433,0.090788013318535,0.969194312796209
EVL,20.8932035947919,3.58339153592522,TRUE,0.625592417061611,EVL,0.986304088924176,0.792792792792793,0.625592417061611
LSP1,20.8764643034806,3.61228515562082,TRUE,0.62085308056872,LSP1,0.996626984126984,0.939068100358423,0.62085308056872
TRAC,20.7993698502561,3.61945658639791,TRUE,0.618483412322275,TRAC,0.996826026582027,0.942238267148014,0.618483412322275
NAP1L1,20.7674353238778,1.96344977660327,FALSE,0.76303317535545,NAP1L1,0.697389558232932,0.176052487698196,0.76303317535545
RPL4,20.730771522518,1.03680998496589,FALSE,0.931279620853081,RPL4,0.35322876349562,0.110145739910314,0.931279620853081
CD48,20.6434471996274,3.61162650480775,TRUE,0.613744075829384,CD48,0.997620464009518,0.955719557195572,0.613744075829384
HLA.A,20.621172576238,0.78964981378505,TRUE,0.981042654028436,HLA.A,0.175736497545008,0.0931802835921675,0.981042654028436
CLEC2D,20.5155157901203,3.61763427343148,TRUE,0.611374407582938,CLEC2D,0.993259318001586,0.883561643835616,0.611374407582938
TNFAIP3,20.5150989399469,2.95939722969395,TRUE,0.670616113744076,TNFAIP3,0.849372384937239,0.272377285851781,0.670616113744076
LEPROTL1,20.4141856665426,2.77181877528032,TRUE,0.68957345971564,LEPROTL1,0.774695669527041,0.204929577464789,0.68957345971564
SRSF7,20.0799679991556,1.45462798420176,TRUE,0.841232227488152,SRSF7,0.437032544976754,0.113057324840764,0.841232227488152
FYN,19.8951041973215,3.59083823377393,TRUE,0.59478672985782,FYN,0.991288853692338,0.850847457627119,0.59478672985782
STK4,19.7761449234153,3.09485659627816,TRUE,0.635071090047393,STK4,0.893325387365912,0.332919254658385,0.635071090047393
CD96,19.7246256333421,3.60246088300084,TRUE,0.587677725118483,CD96,0.99584487534626,0.921933085501859,0.587677725118483
RPS15A,19.6864621187399,0.563885085501158,TRUE,0.964454976303318,RPS15A,0.0933605720122574,0.0840041279669763,0.964454976303318
RPS20,19.6817591786725,0.781369131990771,FALSE,0.964454976303318,RPS20,0.200204290091931,0.0941693660342434,0.964454976303318
SRSF2,19.3814333388501,1.46281760857942,TRUE,0.812796208530806,SRSF2,0.458761847146602,0.113313511727783,0.812796208530806
CYTIP,19.1798700203492,3.59263771695862,TRUE,0.57345971563981,CYTIP,0.991501976284585,0.849122807017544,0.57345971563981
DUSP2,19.0347467999336,2.75880420047786,TRUE,0.64218009478673,DUSP2,0.841383422778772,0.253507951356408,0.64218009478673
IL32,18.9226611293102,1.47085645916225,FALSE,0.815165876777251,IL32,0.536910044372731,0.13030303030303,0.815165876777251
RPS25,18.7694702788614,0.693786770455373,TRUE,0.962085308056872,RPS25,0.175040849673203,0.0913385826771654,0.962085308056872
CLEC2B,18.6806130099462,3.60122097703968,TRUE,0.556872037914692,CLEC2B,0.996447602131439,0.928853754940711,0.556872037914692
RPS4X,18.6450772687842,0.593940294202214,FALSE,0.985781990521327,RPS4X,0.120343839541547,0.0882477725922783,0.985781990521327
S100A4,18.5079290584642,3.02981177624365,FALSE,0.592417061611374,S100A4,0.929136975455265,0.411184210526316,0.592417061611374
RPL3,18.49252842585,0.553671941559819,FALSE,0.988151658767773,RPL3,0.100511770726714,0.0866763666597381,0.988151658767773
ZFP36L2,18.3870635386113,1.22322013223645,TRUE,0.853080568720379,ZFP36L2,0.343990287333064,0.0999444752915047,0.853080568720379
REL,18.2653230019902,2.42582257577941,TRUE,0.651658767772512,REL,0.785160135269544,0.202952029520295,0.651658767772512
TRBC1,18.2201511184671,3.61689856272617,TRUE,0.542654028436019,TRBC1,0.998028779814705,0.9581589958159,0.542654028436019
RPL15,18.16875622888,0.60349033678676,FALSE,0.9739336492891,RPL15,0.142506644857902,0.0892508143322476,0.9739336492891
KLRD1,18.155638115707,3.63161281366045,TRUE,0.540284360189574,KLRD1,0.998029168309026,0.957983193277311,0.540284360189574
CCNI,18.1429352593549,1.53532897408717,TRUE,0.751184834123223,CCNI,0.517953861584754,0.116544117647059,0.751184834123223
RPL30,18.1314981297485,0.563242621371558,FALSE,0.978672985781991,RPL30,0.111679280016363,0.0868376787216148,0.978672985781991
ACAP1,18.0611077286938,3.58962979023984,TRUE,0.540284360189574,ACAP1,0.993496255419787,0.873563218390805,0.540284360189574
DDX5,17.9405546075622,1.05304623826591,TRUE,0.85781990521327,DDX5,0.35587044534413,0.102144469525959,0.85781990521327
RPL23A,17.8212839047652,0.522463809232986,FALSE,0.976303317535545,RPL23A,0.102453987730061,0.085815455113518,0.976303317535545
MCL1,17.7894465818817,1.4607077974189,TRUE,0.767772511848341,MCL1,0.484331056649257,0.112071947423037,0.767772511848341
ADAMTSL4.AS1,17.7894465818817,1.4607077974189,TRUE,0.767772511848341,ADAMTSL4.AS1,0.484331056649257,0.112071947423037,0.767772511848341
RPS27,17.7517791807342,0.444285084059638,TRUE,0.981042654028436,RPS27,0.0470540098199673,0.0816246056782335,0.981042654028436
RPLP1,17.6908147165918,0.358612934918007,TRUE,1,RPLP1,0.0266393442622951,0.0815931941221964,1
RGCC,17.4778404274557,3.39228473172461,TRUE,0.542654028436019,RGCC,0.957224521979105,0.513452914798206,0.542654028436019
