"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
PHGR1,19.3258801684777,0.30291472431079,TRUE,1,PHGR1,0.000390625,0.0622938805423232,1
APOC3,17.7699294926153,1.20223372548666,TRUE,0.917647058823529,APOC3,0.168414918414918,0.0679294578706728,0.917647058823529
FTH1,17.1010282113794,0.367414893698875,FALSE,1,FTH1,0.004296875,0.0625229863920559,1
APOA1,16.6412970445591,1.05468174893792,FALSE,0.917647058823529,APOA1,0.126845376845377,0.0649053463698773,0.917647058823529
IL32,16.2153323821281,0.850679800257969,TRUE,0.917647058823529,IL32,0.14005439005439,0.0658366744038827,0.917647058823529
FTL,16.207915979681,0.367881625499816,FALSE,0.985294117647059,FTL,0.00878048780487805,0.061865189289012,0.985294117647059
PRAP1,16.1895708223,0.587870128594643,FALSE,0.985294117647059,PRAP1,0.0493658536585366,0.0643364701363549,0.985294117647059
GUCA2A,15.8860664522169,0.649552023300022,FALSE,0.976470588235294,GUCA2A,0.0918486739469579,0.0665464020845861,0.976470588235294
SELENOP,15.3385037221896,0.807386057129065,FALSE,0.905882352941176,SELENOP,0.147321428571429,0.0655179748989577,0.905882352941176
ADIRF,15.23039764457,0.598727657519129,FALSE,0.973529411764706,ADIRF,0.0703840904659778,0.0649146891547362,0.973529411764706
SERPINA1,14.3064629785117,0.760388359124337,FALSE,0.905882352941176,SERPINA1,0.176242236024845,0.0676625659050967,0.905882352941176
APOA4,12.4018438164887,0.984870135081793,FALSE,0.8,APOA4,0.246337702390131,0.0650406504065041,0.8
ALDOB,12.1153220922073,0.529255806003456,FALSE,0.994117647058824,ALDOB,0.0613041780554471,0.0656820831713953,0.994117647058824
B2M,11.6897229140962,0.233133652797688,FALSE,0.994117647058824,B2M,0.00195236235845373,0.0620183486238532,0.994117647058824
SMIM24,11.4537994448082,0.597469134060282,FALSE,0.876470588235294,SMIM24,0.180743897714064,0.065827258670201,0.876470588235294
ANPEP,11.2970234812637,0.5110382607668,FALSE,0.923529411764706,ANPEP,0.139720171006607,0.066230753005695,0.923529411764706
FABP1,11.2628900026804,0.446090222150483,FALSE,0.973529411764706,FABP1,0.0436732306492494,0.0632161955691367,0.973529411764706
FABP2,11.2096009909798,0.517545018720558,FALSE,0.902941176470588,FABP2,0.0789831166310887,0.0607559865426479,0.902941176470588
GUCA2B,10.4587114854329,1.03596178893447,FALSE,0.697058823529412,GUCA2B,0.37545471950986,0.0677336381823378,0.697058823529412
EDF1,9.96338506403077,0.371753687558709,FALSE,0.823529411764706,EDF1,0.0625482625482626,0.0545171339563863,0.823529411764706
HLA.DRA,9.51036467889055,0.550997758946014,FALSE,0.823529411764706,HLA.DRA,0.185521235521236,0.0622360524561014,0.823529411764706
