"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
PCSK1N,13.4448940008229,5.64423492277367,TRUE,0.984848484848485,PCSK1N,0.952548656163114,0.202492211838006,0.984848484848485
CHGA,12.3482990290185,6.01220114970678,TRUE,0.909090909090909,CHGA,0.955925925925926,0.201342281879195,0.909090909090909
NEUROD1,12.1805098632596,6.17076710934332,TRUE,0.893939393939394,NEUROD1,0.996482132938345,0.756410256410256,0.893939393939394
SCT,11.9159138583149,5.04824509544145,TRUE,0.893939393939394,SCT,0.869468616922792,0.0772251308900524,0.893939393939394
SCGN,11.7516529737172,6.15947953366851,TRUE,0.863636363636364,SCGN,0.995187858597076,0.686746987951807,0.863636363636364
CRYBA2,11.1015500263192,6.18189373868598,TRUE,0.818181818181818,CRYBA2,0.992230854605993,0.5625,0.818181818181818
CHGB,10.8927266886114,6.19728149753446,TRUE,0.803030303030303,CHGB,0.993711855002774,0.609195402298851,0.803030303030303
MIF,10.2167568332174,1.67382830034015,TRUE,0.939393939393939,MIF,0.322156354205261,0.0166621875839828,0.939393939393939
REG4,9.72433331237073,2.61669919178522,TRUE,0.848484848484848,REG4,0.608068097705403,0.0257589696412144,0.848484848484848
SCG5,9.40282552330986,6.19956219261862,TRUE,0.696969696969697,SCG5,0.997414111562615,0.766666666666667,0.696969696969697
FEV,9.39715113135459,6.17143666754291,TRUE,0.696969696969697,FEV,0.996121167343923,0.686567164179104,0.696969696969697
TPH1,8.96790400333531,6.2682040296441,TRUE,0.666666666666667,TPH1,0.994645494830133,0.602739726027397,0.666666666666667
H3.3B,8.9445103892291,0.956984790760178,TRUE,0.954545454545455,H3.3B,0.093941078376876,0.0127195639006663,0.954545454545455
TTR,8.76464488876593,6.23896063740275,TRUE,0.651515151515152,TTR,0.997784751707587,0.781818181818182,0.651515151515152
SPINK1,8.59221799742288,1.01373792859794,TRUE,0.96969696969697,SPINK1,0.104892512972572,0.0130772374335922,0.96969696969697
S100A11,8.38990203187841,1.70797022533091,TRUE,0.848484848484848,S100A11,0.366210214655811,0.016087331226659,0.848484848484848
UCN3,8.33619062997685,6.24028593279863,TRUE,0.621212121212121,UCN3,0.997970105185459,0.788461538461538,0.621212121212121
HOPX,7.7954603717042,5.32106745961049,FALSE,0.590909090909091,HOPX,0.988009592326139,0.375,0.590909090909091
TM4SF4,7.72646865770734,2.70833401432001,TRUE,0.681818181818182,TM4SF4,0.821052631578947,0.0443786982248521,0.681818181818182
NPW,7.54402603632502,5.42059354493957,TRUE,0.575757575757576,NPW,0.981925488749539,0.279411764705882,0.575757575757576
MARCKSL1,7.49257497086089,2.00818463480489,TRUE,0.727272727272727,MARCKSL1,0.703067257945307,0.0290030211480363,0.727272727272727
SELENOK,7.44140152825261,1.36095015636447,TRUE,0.833333333333333,SELENOK,0.365587419056429,0.0157864523536165,0.833333333333333
RGS2,7.17132360333435,2.54855488440784,TRUE,0.696969696969697,RGS2,0.657369782046546,0.0241977906365071,0.696969696969697
BEX1,7.16302360109783,5.63736542137367,TRUE,0.545454545454545,BEX1,0.985619469026549,0.315789473684211,0.545454545454545
EGR1,7.0159180949204,1.77699160816359,TRUE,0.772727272727273,EGR1,0.474764281752635,0.0176348547717842,0.772727272727273
CACNA1A,6.80754047746944,5.9498065999322,TRUE,0.515151515151515,CACNA1A,0.996129745669001,0.618181818181818,0.515151515151515
BBLN,6.80549247375508,2.0042392013011,TRUE,0.712121212121212,BBLN,0.565490485867356,0.019591496456857,0.712121212121212
SYT13,6.71821449877678,3.78298892729261,TRUE,0.575757575757576,SYT13,0.867392106233862,0.0501981505944518,0.575757575757576
CDHR3,6.69453765019147,5.58140572837749,TRUE,0.515151515151515,CDHR3,0.980833026170291,0.246376811594203,0.515151515151515
S100A6,6.6536779328941,0.589576710949576,FALSE,1,S100A6,0.00556173526140156,0.0121546961325967,1
