"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
SLC26A3,32.1677306873628,1.44531953283726,TRUE,0.908450704225352,SLC26A3,0.716816047801963,0.368396001903855,0.908450704225352
MTTP,32.0762911468399,1.2542375551702,TRUE,0.954225352112676,MTTP,0.560791908758339,0.284863349684653,0.954225352112676
RTN4,31.4260036468348,0.995223133593773,TRUE,0.974178403755868,RTN4,0.324622030237581,0.209754864796563,0.974178403755868
ATP1A1,31.1022867368297,0.740074637099476,TRUE,0.998826291079812,ATP1A1,0.205033629854632,0.188482834994463,0.998826291079812
C3orf85,30.3878639114548,1.11256030287654,TRUE,0.965962441314554,C3orf85,0.495794694845806,0.260360645365391,0.965962441314554
LDHA,30.0851716603601,0.861736596056965,TRUE,0.985915492957746,LDHA,0.246753246753247,0.194444444444444,0.985915492957746
APOB,30.0145659457237,1.15246422755564,TRUE,0.948356807511737,APOB,0.490971625107481,0.254408060453401,0.948356807511737
PDK4,29.8523827922009,1.23004728981809,TRUE,0.935446009389671,PDK4,0.570662663521338,0.284744551625581,0.935446009389671
SLC25A5,29.3076997236473,0.665628339950165,TRUE,0.985915492957746,SLC25A5,0.161471861471861,0.178192617734408,0.985915492957746
SLC10A2,29.0401569691362,1.22728328887891,TRUE,0.896713615023474,SLC10A2,0.680366269165247,0.337306843267108,0.896713615023474
FBP1,28.7387087564523,0.905518285108597,FALSE,0.984741784037559,FBP1,0.358796797230037,0.220673329826407,0.984741784037559
TDP2,28.4625813663656,0.994637731958064,TRUE,0.949530516431925,TDP2,0.442055471941518,0.237661574618096,0.949530516431925
ENPEP,28.4279455865934,0.994234571274801,TRUE,0.957746478873239,ENPEP,0.473514211886305,0.250229990800368,0.957746478873239
TSPAN8,28.324402010432,0.553669415730745,TRUE,0.995305164319249,TSPAN8,0.107111882046834,0.170761175996778,0.995305164319249
OAT,28.3197474745059,0.812787093814856,TRUE,0.985915492957746,OAT,0.293722943722944,0.20472824762369,0.985915492957746
ACE,27.7881660486025,0.93602288148757,TRUE,0.987089201877934,ACE,0.443169517211518,0.246410782302959,0.987089201877934
MME,27.5794283519161,1.12656460875735,TRUE,0.901408450704225,MME,0.646419437340154,0.316440049443758,0.901408450704225
SI,27.0824602662351,0.845917651924249,TRUE,0.982394366197183,SI,0.308457711442786,0.207486365889936,0.982394366197183
ARL4A,27.0707014735963,0.971075352828643,TRUE,0.949530516431925,ARL4A,0.443130509567835,0.238011179758753,0.949530516431925
FTH1,27.0530113631103,0.340832928049847,FALSE,1,FTH1,0.00477430555555556,0.156675248253034,1
PTGR1,26.9510617031516,0.76973165951522,TRUE,0.988262910798122,PTGR1,0.291684711996535,0.204716751762704,0.988262910798122
MGAM,26.7898584269529,1.02780597270788,TRUE,0.921361502347418,MGAM,0.615401069518717,0.303910181958962,0.921361502347418
AP3S1,26.7275094700217,1.02123006235523,TRUE,0.894366197183099,AP3S1,0.516815666240954,0.25131926121372,0.894366197183099
HSD17B11,26.7112618110203,0.762727868700218,FALSE,0.976525821596244,HSD17B11,0.287165082108902,0.201404018397482,0.976525821596244
HPGD,26.475046264357,0.938789127561199,TRUE,0.928403755868545,HPGD,0.479974298565003,0.245728487107797,0.928403755868545
CYP3A4,26.4307247214643,0.973179421904957,FALSE,0.962441314553991,CYP3A4,0.488146551724138,0.256651017214397,0.962441314553991
SLC5A12,26.1715845656137,1.20290934823474,TRUE,0.822769953051643,SLC5A12,0.745955032569868,0.367015706806283,0.822769953051643
PMP22,25.9928077638616,0.984544020620185,TRUE,0.935446009389671,PMP22,0.523268282221746,0.263907284768212,0.935446009389671
PPP1CC,25.8925864517483,1.02660017280586,TRUE,0.881455399061033,PPP1CC,0.547887024846039,0.260763888888889,0.881455399061033
SLC7A7,25.7776475541735,1.13205400921139,FALSE,0.845070422535211,SLC7A7,0.687130801687764,0.326827054017249,0.845070422535211
CYBRD1,25.7765316203066,0.922158393746849,FALSE,0.937793427230047,CYBRD1,0.508260030036473,0.258492397282433,0.937793427230047
MEP1A,25.4819408990728,0.843064352834063,TRUE,0.969483568075117,MEP1A,0.407639188605956,0.231307756930832,0.969483568075117
SULT1B1,25.3758613348783,1.13590254100632,TRUE,0.814553990610329,SULT1B1,0.708560637851448,0.333173307729237,0.814553990610329
CMBL,25.3233101835858,0.798835134415779,TRUE,0.960093896713615,CMBL,0.373330461008186,0.219479474107862,0.960093896713615
TMEM256,25.306037871238,0.74037687102923,TRUE,0.963615023474178,TMEM256,0.306316016382841,0.203268135677148,0.963615023474178
XPNPEP2,25.2690515239488,0.975725505036912,TRUE,0.900234741784038,XPNPEP2,0.617089281909227,0.299141965678627,0.900234741784038
ITM2B,25.2054242797671,0.620082708413616,TRUE,0.98943661971831,ITM2B,0.197964045917262,0.185437747470304,0.98943661971831
SELENOP,25.1092822937429,0.698781534016778,FALSE,0.997652582159624,SELENOP,0.164642082429501,0.180812593065305,0.997652582159624
CES2,24.7928841069289,0.644240716919655,TRUE,0.992957746478873,CES2,0.23060251408756,0.192447679708826,0.992957746478873
GNG12,24.67028141975,1.11494854761222,TRUE,0.807511737089202,GNG12,0.673721709974853,0.306458797327394,0.807511737089202
PGRMC1,24.4524395388741,0.919511130750455,TRUE,0.87793427230047,PGRMC1,0.519524617996605,0.248339973439575,0.87793427230047
FAM3C,24.3849033209388,1.02596914696534,FALSE,0.835680751173709,FAM3C,0.600042122999158,0.272692454998085,0.835680751173709
TMEM220,23.9260995384562,0.863583306527912,FALSE,0.919014084507042,TMEM220,0.517211887962369,0.257481091746136,0.919014084507042
MAF,23.9046122662596,1.00810647325168,TRUE,0.821596244131455,MAF,0.701050420168067,0.329722091380122,0.821596244131455
ACE2,23.8839659873231,1.14575970805733,TRUE,0.76056338028169,ACE2,0.783873649210308,0.383886255924171,0.76056338028169
TMIGD1,23.718581055732,0.942774750022635,TRUE,0.893192488262911,TMIGD1,0.637795275590551,0.308972797401543,0.893192488262911
MS4A10,23.638200121246,1.04720588848795,TRUE,0.80868544600939,MS4A10,0.719974848040243,0.340246913580247,0.80868544600939
PRXL2A,23.5202713983026,0.963237767788291,TRUE,0.834507042253521,PRXL2A,0.600968624973679,0.272831926323868,0.834507042253521
ABCB1,23.4050657538874,0.97924750716246,TRUE,0.826291079812207,ABCB1,0.637089991589571,0.289711934156379,0.826291079812207
GLRX,23.3854091237055,0.768412495633438,FALSE,0.9518779342723,GLRX,0.409335340933534,0.228001124543154,0.9518779342723
GBA3,23.3798581134417,0.878502790290281,TRUE,0.886150234741784,GBA3,0.560680127523911,0.267540751240255,0.886150234741784
FABP2,23.3693299858898,0.566399290130823,FALSE,0.998826291079812,FABP2,0.0883054892601432,0.168414803087275,0.998826291079812
BTG1,23.3672123231253,0.722253509718975,FALSE,0.949530516431925,BTG1,0.329391528703505,0.205957230142566,0.949530516431925
LIPA,23.1976202184153,1.38965208679827,TRUE,0.676056338028169,LIPA,0.824324324324324,0.401673640167364,0.676056338028169
NA..17,23.1901307086558,1.25595283770488,FALSE,0.678403755868545,NA..17,0.867472347398607,0.471836734693878,0.678403755868545
HEBP1,23.1857103119461,0.697644585708507,TRUE,0.964788732394366,HEBP1,0.345838723587753,0.213174273858921,0.964788732394366
PBLD,23.1686384171258,0.843047012605015,TRUE,0.900234741784038,PBLD,0.515874707010441,0.252385653175387,0.900234741784038
CCNG1,23.1615310761883,0.985437516615555,TRUE,0.828638497652582,CCNG1,0.605595288178376,0.273537388609066,0.828638497652582
DHRS7,23.1321022209485,0.779973494999583,FALSE,0.950704225352113,DHRS7,0.409677419354839,0.227848101265823,0.950704225352113
CYB5A,22.9932516135456,0.546379801988859,TRUE,0.98943661971831,CYB5A,0.184318821745722,0.182903015838577,0.98943661971831
DPP4,22.9723973306531,0.949758053560191,TRUE,0.818075117370892,DPP4,0.638883056896914,0.288374017376914,0.818075117370892
SLC5A1,22.8945590190759,0.765748800970924,FALSE,0.961267605633803,SLC5A1,0.471234647705236,0.250229147571036,0.961267605633803
GPR160,22.8215218160098,0.820673322200713,TRUE,0.894366197183099,GPR160,0.482120051085568,0.23849765258216,0.894366197183099
CALM1,22.8071104180478,0.523014144990835,TRUE,0.985915492957746,CALM1,0.195454545454545,0.184331797235023,0.985915492957746
MAOA,22.6794762030386,0.664301717084167,TRUE,0.964788732394366,MAOA,0.345191893057352,0.213008551438196,0.964788732394366
CBR1,22.6443903813786,0.672798805837361,TRUE,0.97887323943662,CBR1,0.28988326848249,0.202476329206118,0.97887323943662
SRI,22.5434079760101,0.528658438686454,FALSE,0.98943661971831,SRI,0.189733593242365,0.183900523560209,0.98943661971831
PAPSS2,22.5375772847107,1.07753162115276,TRUE,0.746478873239437,PAPSS2,0.728233830845771,0.326656394453005,0.746478873239437
ADIRF,22.4016371180299,0.551061975927975,FALSE,0.997652582159624,ADIRF,0.0783080260303688,0.166699352814277,0.997652582159624
PLIN2,22.2970705893008,0.926209443770719,FALSE,0.832159624413146,PLIN2,0.581351294464323,0.262787249814678,0.832159624413146
CHP1,22.2820301615023,0.935628232227923,TRUE,0.86150234741784,CHP1,0.516716038933559,0.243207422133863,0.86150234741784
AADAC,22.1726023079543,0.852819333346421,TRUE,0.875586854460094,AADAC,0.588884174798473,0.277943368107303,0.875586854460094
TOR1AIP2,22.0776297655801,0.986799434746773,TRUE,0.767605633802817,TOR1AIP2,0.683520599250936,0.300689655172414,0.767605633802817
G6PC1,22.0756049618662,1.35703868500315,TRUE,0.652582159624413,G6PC1,0.840334420880914,0.415235250186707,0.652582159624413
SGK1,21.9435338160532,0.749485721650389,FALSE,0.946009389671362,SGK1,0.459604641168887,0.242697982535381,0.946009389671362
GUCA2A,21.938189262129,0.553421607279434,FALSE,0.998826291079812,GUCA2A,0.102191364721198,0.170575265584285,0.998826291079812
TMSB4X,21.9133507548548,0.260402585623549,FALSE,0.996478873239437,TMSB4X,0.0143135979180221,0.157397107897664,0.996478873239437
ACOX1,21.8737120456027,0.917226106445633,TRUE,0.789906103286385,ACOX1,0.687069145602674,0.309995393827729,0.789906103286385
CYP3A5,21.7546075674526,0.6339780222083,FALSE,0.984741784037559,CYP3A5,0.272884657000649,0.199809478447249,0.984741784037559
PPA1,21.7490873265615,0.724791247208189,TRUE,0.911971830985916,PPA1,0.435404655135597,0.227126571178018,0.911971830985916
SMPDL3A,21.6925164751368,0.814139770173724,FALSE,0.855633802816901,SMPDL3A,0.59860494610019,0.277397260273973,0.855633802816901
TMEM37,21.6533788545881,0.751108122485788,FALSE,0.907276995305164,TMEM37,0.524642628547045,0.257580806397867,0.907276995305164
SLC7A9,21.596565265612,0.738930097683959,FALSE,0.943661971830986,SLC7A9,0.531357388316151,0.269256530475553,0.943661971830986
MALL,21.5778607589133,0.698969729868356,FALSE,0.964788732394366,MALL,0.442432082794308,0.241197183098592,0.964788732394366
COX1,21.5554293358426,0.14946949635317,FALSE,1,COX1,0.00607638888888889,0.156848306332842,1
FTL,21.4338165461617,0.305275745036427,FALSE,0.998826291079812,FTL,0.00976350618355392,0.157156048014774,0.998826291079812
C17orf78,21.2809862799183,0.932237590295452,TRUE,0.766431924882629,C17orf78,0.710006240898689,0.319003419638495,0.766431924882629
VDAC1,21.2380244435379,0.696728541905973,TRUE,0.90962441314554,VDAC1,0.436072572038421,0.226807140766754,0.90962441314554
OCIAD2,21.0091427772274,0.631423187691345,TRUE,0.940140845070422,OCIAD2,0.329040566645203,0.203972498090145,0.940140845070422
NDFIP2,20.968972553611,0.862760754433021,TRUE,0.779342723004695,NDFIP2,0.642827356130109,0.279343710559529,0.779342723004695
GSTA1,20.8973728219531,0.595471964309111,FALSE,0.987089201877934,GSTA1,0.195929854946958,0.184632272228321,0.987089201877934
