"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
TMSB4X,8.20433595614382,1.17153294796,TRUE,1,TMSB4X,0.0121457489878543,0.00482017055988135,1
SRGN,8.12974526329352,7.55694213013022,TRUE,0.961538461538461,SRGN,0.998712051517939,0.78125,0.961538461538461
RGS1,7.78491468309499,7.54571305821091,TRUE,0.923076923076923,RGS1,0.996872700515085,0.585365853658537,0.923076923076923
GZMA,7.78391047923016,7.51775024827126,TRUE,0.923076923076923,GZMA,0.995033112582781,0.470588235294118,0.923076923076923
TSC22D3,7.6309881865566,5.01399192562781,TRUE,0.923076923076923,TSC22D3,0.81364974245769,0.0231436837029894,0.923076923076923
CCL5,7.43849671379879,7.50976001964211,TRUE,0.884615384615385,CCL5,0.99466617620011,0.442307692307692,0.884615384615385
HCST,7.43327270684982,7.31444426795644,TRUE,0.884615384615385,HCST,0.990803752069156,0.315068493150685,0.884615384615385
CD7,7.42578987664879,7.2163787403954,TRUE,0.884615384615385,CD7,0.982343203972779,0.19327731092437,0.884615384615385
CD69,7.0949001611874,7.52161246113745,TRUE,0.846153846153846,CD69,0.997977197499081,0.666666666666667,0.846153846153846
FCER1G,7.09391086470554,7.43775018750587,TRUE,0.846153846153846,FCER1G,0.998528870908422,0.733333333333333,0.846153846153846
BTG1,7.04867449538596,2.15874639023693,TRUE,0.923076923076923,BTG1,0.281824871228845,0.00610997963340122,0.923076923076923
B2M,6.83885499403531,0.467652545539517,TRUE,1,B2M,0.00184026499815974,0.00477064220183486,1
CD52,6.75216872230457,7.55256830791135,TRUE,0.807692307692308,CD52,0.99834528405957,0.7,0.807692307692308
TYROBP,6.75026786506512,7.44659994475579,TRUE,0.807692307692308,TYROBP,0.998896856039713,0.777777777777778,0.807692307692308
ZFP36,6.6567851101709,1.60963477214994,TRUE,0.961538461538461,ZFP36,0.179760809567617,0.005576622797234,0.961538461538461
CKLF,6.58961101519002,3.52803480638854,TRUE,0.846153846153846,CKLF,0.67285766826039,0.0122154358689617,0.846153846153846
CD247,6.40975680398677,7.61184126273318,TRUE,0.769230769230769,CD247,0.999264705882353,0.833333333333333,0.769230769230769
CD3E,6.40950434734481,7.59148995992647,TRUE,0.769230769230769,CD3E,0.999448529411765,0.869565217391304,0.769230769230769
NKG7,6.40823146390887,7.55899638758883,TRUE,0.769230769230769,NKG7,0.998897058823529,0.769230769230769,0.769230769230769
KLRB1,6.40673784533436,7.55168530620326,TRUE,0.769230769230769,KLRB1,0.997794117647059,0.625,0.769230769230769
ZFP36L2,6.32343463525678,2.20499947125894,TRUE,0.884615384615385,ZFP36L2,0.398565385322788,0.00698451260249013,0.884615384615385
TMIGD2,6.06508812007535,7.65036569361273,TRUE,0.730769230769231,TMIGD2,0.999816210255468,0.95,0.730769230769231
NA..29,6.06421565359269,7.63565563328754,TRUE,0.730769230769231,NA..29,0.999448630766403,0.863636363636364,0.730769230769231
TRAC,6.06421565359269,7.6283903556153,TRUE,0.730769230769231,TRAC,0.999448630766403,0.863636363636364,0.730769230769231
CD160,6.06335349052823,7.59196465605541,TRUE,0.730769230769231,CD160,0.999081051277339,0.791666666666667,0.730769230769231
GNLY,6.05477230726929,7.54546244797204,TRUE,0.730769230769231,GNLY,0.995589046131226,0.441860465116279,0.730769230769231
RPLP1,6.0402748026452,0.596220054854991,FALSE,1,RPLP1,0.0217151269782849,0.00486709097716211,1
AREG,6.03553502302316,3.46286077664648,TRUE,0.807692307692308,AREG,0.746093031807318,0.0149786019971469,0.807692307692308
HOPX,6.00164319761121,6.25176040577432,TRUE,0.730769230769231,HOPX,0.984377871714758,0.182692307692308,0.730769230769231
NFKBIA,5.85346527794329,1.49828596874525,TRUE,0.961538461538461,NFKBIA,0.318859245630175,0.00670780788838208,0.961538461538461
RPL15,5.73268840113595,0.8929524394783,FALSE,0.923076923076923,RPL15,0.113502575423105,0.00495560602932067,0.923076923076923
ARHGDIB,5.71795933718184,7.57590533645675,TRUE,0.692307692307692,ARHGDIB,0.999081220139655,0.782608695652174,0.692307692307692
EVL,5.63718259276326,6.50617203541492,TRUE,0.692307692307692,EVL,0.972620360161705,0.107784431137725,0.692307692307692
RPS27,5.62552889710059,0.495499314883408,TRUE,1,RPS27,0.0130658814869341,0.00482464279087029,1
PTMA,5.60059067869928,0.918052881183822,FALSE,0.923076923076923,PTMA,0.0768947755702723,0.00476001586671956,0.923076923076923
JUNB,5.43368646764324,1.41190065908499,TRUE,0.923076923076923,JUNB,0.193892568064754,0.00544711756695415,0.923076923076923
RPS25,5.39771350803123,0.623892234686997,FALSE,0.961538461538461,RPS25,0.0813247470101196,0.0049820645675568,0.961538461538461
RPS19,5.37762489566992,0.639487312497248,FALSE,0.961538461538461,RPS19,0.0504139834406624,0.00482067103740841,0.961538461538461
CD53,5.37500342334208,7.65979773364375,TRUE,0.653846153846154,CD53,1,1,0.653846153846154
KLRD1,5.37299812670125,7.59372630792166,TRUE,0.653846153846154,KLRD1,0.999448833363954,0.85,0.653846153846154
GZMB,5.36912192849524,7.46840117170505,TRUE,0.653846153846154,GZMB,0.998897666727907,0.739130434782609,0.653846153846154
CYTIP,5.34083760198977,6.95839020269735,TRUE,0.653846153846154,CYTIP,0.989895278339151,0.236111111111111,0.653846153846154
RPLP2,5.31643740233282,0.546239729871252,FALSE,0.961538461538461,RPLP2,0.0344066237350506,0.00474113407927176,0.961538461538461
UBA52,5.25704909618929,0.647274030331523,TRUE,0.923076923076923,UBA52,0.0934510669610007,0.00484652665589661,0.923076923076923
IFITM2,5.16663320711562,5.41952389156228,TRUE,0.653846153846154,IFITM2,0.937901892338784,0.047887323943662,0.653846153846154
SPRY1,5.16262793869861,5.30121898344866,TRUE,0.653846153846154,SPRY1,0.938085614550799,0.0480225988700565,0.653846153846154
GPR65,5.02575309903644,7.56814005172845,TRUE,0.615384615384615,GPR65,0.999448934606907,0.842105263157895,0.615384615384615
TNFRSF18,5.02525578271074,7.59802227077251,TRUE,0.615384615384615,TNFRSF18,0.999265246142542,0.8,0.615384615384615
RPL27,5.01188590782947,0.761855190193639,FALSE,0.923076923076923,RPL27,0.13373804267844,0.00507077963236848,0.923076923076923
CORO1A,4.98531738864613,6.5016802418065,TRUE,0.615384615384615,CORO1A,0.990631888317414,0.238805970149254,0.615384615384615
RAC2,4.97004060618203,6.88923527362097,TRUE,0.615384615384615,RAC2,0.984019103600294,0.155339805825243,0.615384615384615
DUSP1,4.95618489822469,1.27825672414095,TRUE,0.923076923076923,DUSP1,0.239698307579102,0.00577339427471735,0.923076923076923
H3.3B,4.93509555013189,0.781233197150451,FALSE,0.961538461538461,H3.3B,0.0932842686292548,0.00504744599232788,0.961538461538461
RPL13,4.92200807551551,0.452489009062048,FALSE,0.961538461538461,RPL13,0.022263109475621,0.00468252481738153,0.961538461538461
RPL21,4.87872525888935,0.486091915783675,FALSE,0.923076923076923,RPL21,0.0439661515820456,0.00459682053246505,0.923076923076923
RPS15A,4.84493478134543,0.553657246158991,FALSE,0.961538461538461,RPS15A,0.0517019319227231,0.00482718671558216,0.961538461538461
