"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
CA7,14.3840932430897,5.70935398968496,TRUE,0.986666666666667,CA7,0.973821017452655,0.344186046511628,0.986666666666667
TMSB10,14.3648519568863,0.817744358826443,TRUE,1,TMSB10,0.0100278551532033,0.013873473917869,1
GUCA2A,14.3622459340239,1.43697528705528,TRUE,1,GUCA2A,0.0874651810584958,0.0150330727600722,1
HSPB1,14.2277334788771,4.26413538430908,TRUE,0.986666666666667,HSPB1,0.821945785369476,0.0716360116166505,0.986666666666667
BEST4,13.9877790471644,5.90439129717566,TRUE,0.96,BEST4,0.990534521158129,0.585365853658537,0.96
CA4,13.9398260255245,5.68008455830361,TRUE,0.96,CA4,0.979584261321455,0.395604395604396,0.96
GUCA2B,13.5295365409953,2.93118539790022,TRUE,1,GUCA2B,0.364159702878366,0.0214346956273221,1
SPIB,13.1201802979661,5.50252136739272,TRUE,0.906666666666667,SPIB,0.98553412462908,0.465753424657534,0.906666666666667
OTOP2,12.1765164730923,5.94611276899347,TRUE,0.84,OTOP2,0.995182508801186,0.707865168539326,0.84
MDK,11.8934108467462,1.52029047918127,TRUE,0.973333333333333,MDK,0.220530907740858,0.0170880149812734,0.973333333333333
S100A6,11.6750095684112,0.641208942047039,FALSE,1,S100A6,0.00557103064066852,0.0138121546961326,1
MT1G,11.4282087641902,0.931310773092399,TRUE,1,MT1G,0.0820798514391829,0.0149461937026704,1
ITM2C,11.4054257936413,1.51628119449697,TRUE,0.946666666666667,ITM2C,0.233252922620152,0.0168926956935522,0.946666666666667
CYBA,11.0792548990133,1.66933243231504,TRUE,0.946666666666667,CYBA,0.381146780478753,0.0208455666470934,0.946666666666667
KRT20,11.0665001746251,1.23916246253395,TRUE,0.986666666666667,KRT20,0.226513182324545,0.0174528301886792,0.986666666666667
MT1H,10.946746440772,1.30798179621649,TRUE,1,MT1H,0.225255338904364,0.0176595243701436,1
LYPD8,10.7463281733691,3.38045459637923,TRUE,0.813333333333333,LYPD8,0.8797925541767,0.0859154929577465,0.813333333333333
SELENOW,10.6319676850543,1.90760428740588,TRUE,0.893333333333333,SELENOW,0.41961802336362,0.0209571473256178,0.893333333333333
MT2A,10.4571313049032,0.716896437607326,TRUE,1,MT2A,0.0391829155060353,0.014288435892551,1
CD24,10.1082986863209,3.55036117285909,TRUE,0.76,CD24,0.851749028317601,0.0664335664335664,0.76
PPDPF,9.85137127532155,0.781291853701316,TRUE,0.986666666666667,PPDPF,0.0621982918678054,0.0144390243902439,0.986666666666667
PDLIM4,9.83646272014774,4.09509565825278,TRUE,0.72,PDLIM4,0.935257121716611,0.133663366336634,0.72
CARD16,9.64826491414751,2.26828837599819,TRUE,0.813333333333333,CARD16,0.62641229857381,0.0293551491819057,0.813333333333333
SRI,9.51913062004403,0.976367067489093,TRUE,0.96,SRI,0.162583518930958,0.0157068062827225,0.96
