"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
MUC2,44.08919039165,2.53847010595476,TRUE,0.997412677878396,MUC2,0.660055448923011,0.32600422832981,0.997412677878396
FCGBP,43.9640419399853,2.42126183856439,TRUE,0.997412677878396,FCGBP,0.55406269993602,0.269392033542977,0.997412677878396
TFF3,43.8655869706067,1.68368844331811,TRUE,1,TFF3,0.0388308086195861,0.146456991284577,1
ZG16,43.4800241383916,2.08366792654336,TRUE,0.994825355756792,ZG16,0.22383287145598,0.17437641723356,0.994825355756792
CLCA1,43.4414965844187,2.45255594051929,TRUE,0.99353169469599,CLCA1,0.718243819266837,0.367464114832536,0.99353169469599
REG4,42.7870212868479,2.39994767293705,FALSE,0.992238033635188,REG4,0.700191774984019,0.352805887764489,0.992238033635188
SPINK4,41.6155245400316,2.20673715922833,TRUE,0.978007761966365,SPINK4,0.390518707482993,0.208666850676235,0.978007761966365
TFF1,39.7179549169101,2.63184894148853,TRUE,0.915912031047865,TFF1,0.866582491582492,0.527570789865872,0.915912031047865
S100A6,39.5557828267275,0.648519665692533,TRUE,0.997412677878396,S100A6,0.00639795265515035,0.141988950276243,0.997412677878396
CEACAM5,33.6837872497353,2.57081128005814,TRUE,0.795601552393273,CEACAM5,0.867492260061919,0.489260143198091,0.795601552393273
NPDC1,31.0232637529174,2.39936408991868,TRUE,0.758085381630013,NPDC1,0.80878128846943,0.386034255599473,0.758085381630013
BCAS1,30.5050188144022,2.6380499717746,TRUE,0.711513583441139,BCAS1,0.941344195519348,0.656324582338902,0.711513583441139
GSN,30.1505673445177,2.31328086290242,TRUE,0.751617076326003,GSN,0.780692764910842,0.3519079345851,0.751617076326003
IFI27,28.91329698913,0.737739681178956,TRUE,0.958602846054334,IFI27,0.0781945327399873,0.145550972304066,0.958602846054334
REP15,26.1504046367938,2.51765981478277,TRUE,0.626131953428202,REP15,0.93709807073955,0.607277289836888,0.626131953428202
KRT18,25.931944747167,0.576093046793794,TRUE,0.959896507115136,KRT18,0.0568037303942348,0.14291217257319,0.959896507115136
JUN,24.8442116489397,0.692205625865071,TRUE,0.914618369987063,JUN,0.101830422890806,0.142081993569132,0.914618369987063
LRRC26,24.2990175810827,2.42485496361779,TRUE,0.609314359637775,LRRC26,0.875125275606334,0.430530164533821,0.609314359637775
DEFA5,24.1984776503486,0.76395004689276,FALSE,0.902975420439845,DEFA5,0.123897522049559,0.143326488706365,0.902975420439845
ELF3,22.7422534552901,0.708452095867558,TRUE,0.892626131953428,ELF3,0.111530398322851,0.140016233766234,0.892626131953428
SRSF5,22.3976338393641,1.20559051526497,TRUE,0.761966364812419,SRSF5,0.276534592486142,0.143204473620229,0.761966364812419
STARD10,21.5635231202723,1.80728379540663,TRUE,0.640362225097025,STARD10,0.668076535750252,0.230984601026598,0.640362225097025
HEPACAM2,21.2761848235543,2.41643602142929,TRUE,0.529107373868047,HEPACAM2,0.923579489210057,0.514465408805032,0.529107373868047
