"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
RPS2,39.826136328321,1.20864946412894,TRUE,0.992967651195499,RPS2,0.120950778291965,0.144524053224156,0.992967651195499
RPL36A,37.6954744909212,1.03043796105514,TRUE,0.994374120956399,RPL36A,0.150220913107511,0.148967551622419,0.994374120956399
RPS10,37.0068528474415,0.805450409498343,TRUE,0.992967651195499,RPS10,0.10286074884308,0.142023737678536,0.992967651195499
RPSA,36.7144563703443,1.28895670932172,FALSE,0.991561181434599,RPSA,0.245425867507886,0.164220824598183,0.991561181434599
OLFM4,36.674036488835,1.91857804207101,TRUE,0.978902953586498,OLFM4,0.581654072208228,0.258832279657865,0.978902953586498
RPS17,36.6001608452909,1.07084924874678,TRUE,0.988748241912799,RPS17,0.182257725457221,0.153059002830394,0.988748241912799
RPS3,36.5204442748317,0.787769410768488,FALSE,0.9985935302391,RPS3,0.0482105263157895,0.135729306060027,0.9985935302391
RPLP2,36.342246574174,0.568542328023361,TRUE,0.9971870604782,RPLP2,0.0393601347084824,0.134458562488147,0.9971870604782
RPS3A,36.2941381176123,0.838426124957023,TRUE,0.991561181434599,RPS3A,0.0862250262881178,0.13960396039604,0.991561181434599
RPS28,36.225698817755,0.590779171043176,TRUE,0.9985935302391,RPS28,0.0431578947368421,0.135109419600381,0.9985935302391
RPLP0,36.1932423147654,0.890697464995192,FALSE,0.992967651195499,RPLP0,0.123474968447623,0.144879950749025,0.992967651195499
REG1A,36.0902426664635,1.10152161238143,TRUE,0.992967651195499,REG1A,0.159444678165755,0.150148872820077,0.992967651195499
RPL37,36.0303728892163,0.693249878285093,FALSE,1,RPL37,0.0777005685407454,0.139658220388922,1
RPS12,35.9788237147367,0.735052645047033,FALSE,0.9957805907173,RPS12,0.0448232323232323,0.134934248141795,0.9957805907173
RPLP1,35.9695612772736,0.629846408784639,FALSE,0.9957805907173,RPLP1,0.0248316498316498,0.132534631224261,0.9957805907173
RPS18,35.9504153621501,0.64731818795915,FALSE,0.9971870604782,RPS18,0.0256788044622185,0.132821281378794,0.9971870604782
RPL39,35.7992157802601,0.682231618071194,FALSE,0.9957805907173,RPL39,0.049452861952862,0.135502392344498,0.9957805907173
RPS6,35.7322926648548,0.876724376445815,FALSE,0.991561181434599,RPS6,0.0662460567823344,0.137026239067055,0.991561181434599
RPS21,35.6340643618091,0.786655246721882,FALSE,0.9957805907173,RPS21,0.0986952861952862,0.1418553396113,0.9957805907173
RPL10A,35.5254680999036,1.01614751783734,FALSE,0.992967651195499,RPL10A,0.158392932267564,0.149989377522838,0.992967651195499
RPS13,35.5184921076338,0.836177458792564,TRUE,0.992967651195499,RPS13,0.12852334875894,0.145597030315529,0.992967651195499
RPS29,35.5085671702422,0.574031239920756,FALSE,0.9957805907173,RPS29,0.038510101010101,0.134167140420694,0.9957805907173
RPL34,35.4578682722542,0.54268943690523,TRUE,0.9985935302391,RPL34,0.0328421052631579,0.133861236802413,0.9985935302391
RPL13A,35.3934635717048,0.533683153803896,FALSE,0.9985935302391,RPL13A,0.0202105263157895,0.132363907531693,0.9985935302391
RPL7,35.2348192063908,0.879272647716119,FALSE,0.9971870604782,RPL7,0.117238476110293,0.144605343667143,0.9971870604782
RPL18A,35.221998592803,0.709016465426104,FALSE,0.9957805907173,RPL18A,0.0679713804713805,0.137823632470313,0.9957805907173
RPL32,35.1545015364165,0.697992998076842,FALSE,0.9971870604782,RPL32,0.0490423068827615,0.135641859575282,0.9971870604782
RPS23,35.1250964901957,0.653266925773339,FALSE,0.994374120956399,RPS23,0.0589101620029455,0.136486486486487,0.994374120956399
RPS8,35.1174412036085,0.892654262461581,FALSE,0.994374120956399,RPS8,0.100778455712182,0.141939369604497,0.994374120956399
RPS24,35.0010176080049,0.707079884851673,FALSE,0.9971870604782,RPS24,0.0696695432540518,0.138233573796062,0.9971870604782
RPL22,34.9183885435496,1.00758836828364,TRUE,0.990154711673699,RPL22,0.226871320437342,0.160693905501027,0.990154711673699
RPS4Y1,34.9076522058491,1.94845097750634,TRUE,0.932489451476793,RPS4Y1,0.793621013133208,0.401088929219601,0.932489451476793
RPS19,34.8085920443479,0.664907467383167,FALSE,0.9957805907173,RPS19,0.0576599326599327,0.136521403779406,0.9957805907173
RPS11,34.8043839598077,0.82556871984574,FALSE,0.994374120956399,RPS11,0.122028192720387,0.144877049180328,0.994374120956399
RPL12,34.5859466057554,0.647838761010849,TRUE,0.9957805907173,RPL12,0.0576599326599327,0.136521403779406,0.9957805907173
RPS15A,34.5814689487385,0.665039520973788,FALSE,0.994374120956399,RPS15A,0.0591205554386703,0.136512840316663,0.994374120956399
RPL31,34.5710040399009,0.756363190796895,FALSE,0.994374120956399,RPL31,0.0755312434252051,0.138600274455989,0.994374120956399
