path,0,1,2,3,4,5,6,7,8,9,10
GOBP_2FE_2S_CLUSTER_ASSEMBLY,0.048540418950866,0.0500832715919864,0.2271928645118176,-0.0016720637192981,-0.0409450331761108,-0.132341324690289,-0.1542979882036548,-0.1712576439792593,-0.1881196020166398,-0.0122050016639146,0.0923802423170216
GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS,1.3947493813568523,-0.4817108089862232,0.416594691025015,-0.3493614544505726,-0.5502584526922872,-0.1917489654981784,-0.8350751974052706,-0.5776372677842041,-0.7591278054793644,1.0433590119500646,0.1800393324692751
GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION,-0.6610333808170262,0.5946494812837505,0.0384683992875524,-0.8798161598952943,0.1001312951064942,0.1577159001489987,1.600590751235668,0.1078042968387494,-0.3990411105534411,-1.2688668477034213,-0.4165891375143498
GOBP_7_METHYLGUANOSINE_CAP_HYPERMETHYLATION,-1.081676782335044,0.5099073762474637,-0.8107055765794835,0.3336313239482231,-0.0365834163037692,0.4679884283163018,-0.2854061093502493,1.8356000522321825,2.6434689256759123,-1.1757213093348062,-0.8342194096859846
GOBP_ACID_SECRETION,1.926160745726955,-0.5245265507931092,-0.0084272088225038,-0.4688453725184915,-0.6274934650119628,-0.505361695585632,-0.6230006949680539,-0.5899800134556052,-0.887855191168517,1.6885106006369366,-0.272111908649049
GOBP_ACINAR_CELL_DIFFERENTIATION,0.4721007239066755,-0.2375492894485275,0.1755913740614793,-0.2861055308024462,-0.2827919885217129,0.138886862690796,-0.0958892661910858,-0.0043033787741437,-0.2588666757364119,-0.3135554325631891,0.0393617065183297
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,2.14854806587427,-0.3829250571387886,1.4514841385801764,-0.8465719158846656,-0.1759626587080173,0.052314358846006,-4.041124242454527,-0.5846143486846256,-2.7351443039540286,0.2300172693113486,1.5671803554127088
GOBP_ACTIN_FILAMENT_BASED_PROCESS,4.673508408246144,-0.6942449776916708,2.4312141705795307,-0.9256046759783362,-0.2037428578503536,0.2647073208586961,-10.404552714576,-1.0959864488021578,-5.137788681744976,2.603552913920196,2.6116189950526256
GOBP_ACTIN_FILAMENT_BASED_TRANSPORT,0.6672186439300768,-0.1419426012252994,1.0427457543174634,-0.4224054302649269,-0.1901585143909722,-0.0004564674431985,-1.4733418340088211,-0.2786277914530539,-0.7810559249917651,-0.4582878222146065,0.1254766746251978
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,-2.118577121364342,0.2164884281520195,-0.743992575154576,0.2341136957144034,-0.0879952684006709,-0.5122985302502379,6.324850714142764,-0.1151637483574623,1.197714623555442,-1.8092248535161484,-1.2363396747450006
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,1.7514550052215416,-0.8568611686936692,0.4798851704934997,-0.8420851109671222,-0.3898706472518674,0.1067908066782635,-1.078660784970385,-0.2405346516398216,-1.0785065605355553,0.3919796431368008,1.0134244647022912
GOBP_ACTIN_FILAMENT_NETWORK_FORMATION,0.8196352576771394,-0.094475153506853,0.4099046657270274,-0.1852150589040159,-0.0471570920093204,-0.0504214703812484,-1.6086179848758966,-0.2079331507648673,-0.7850837273419624,0.2470924785322885,0.0978458621821878
